Day,S,E,I,R
0,19963,17,18,2
1,19950,25,21,4
2,19929,37,27,7
3,19900,59,29,12
4,19876,65,42,17
5,19836,83,60,21
6,19785,112,74,29
7,19707,159,98,36
8,19627,192,134,47
9,19507,256,167,70
10,19355,329,228,88
11,19165,426,282,127
12,18929,543,359,169
13,18647,666,462,225
14,18285,847,590,278
15,17784,1103,759,354
16,17223,1361,961,455
17,16516,1688,1224,572
18,15657,2042,1588,713
19,14615,2498,1949,938
20,13396,2980,2416,1208
21,12049,3505,2925,1521
22,10576,3957,3552,1915
23,9097,4313,4205,2385
24,7591,4591,4876,2942
25,6195,4712,5523,3570
26,4990,4591,6072,4347
27,3914,4375,6570,5141
28,3065,3988,6921,6026
29,2342,3622,7102,6934
30,1776,3170,7118,7936
31,1386,2699,7100,8815
32,1063,2304,6917,9716
33,841,1880,6698,10581
34,703,1529,6355,11413
35,580,1242,5929,12249
36,501,982,5503,13014
37,452,788,5031,13729
38,403,637,4611,14349
39,390,517,4195,14898
40,383,424,3783,15410
41,388,331,3412,15869
42,426,262,3033,16279
43,438,221,2726,16615
44,427,208,2436,16929
45,429,189,2181,17201
46,467,153,1948,17432
47,500,138,1724,17638
48,532,122,1525,17821
49,571,114,1329,17986
50,606,112,1181,18101
51,649,99,1055,18197
52,711,78,940,18271
53,742,85,849,18324
54,779,88,747,18386
55,827,78,659,18436
56,874,73,577,18476
57,935,63,518,18484
58,975,66,467,18492
59,1030,72,416,18482
60,1099,63,376,18462
61,1139,55,345,18461
62,1185,52,315,18448
63,1237,50,289,18424
64,1280,46,257,18417
65,1341,49,230,18380
66,1392,48,217,18343
67,1431,51,196,18322
68,1490,40,190,18280
69,1549,41,176,18234
70,1613,38,153,18196
71,1676,40,145,18139
72,1716,39,139,18106
73,1770,36,135,18059
74,1822,36,125,18017
75,1885,37,113,17965
76,1951,29,104,17916
77,2014,28,94,17864
78,2055,21,92,17832
79,2097,17,83,17803
80,2161,16,74,17749
81,2226,21,62,17691
82,2282,18,55,17645
83,2328,17,54,17601
84,2378,20,56,17546
85,2440,21,52,17487
86,2494,20,47,17439
87,2541,19,46,17394
88,2588,17,39,17356
89,2645,19,28,17308
90,2698,17,30,17255
91,2754,16,32,17198
92,2811,15,32,17142
93,2851,17,26,17106
94,2896,17,24,17063
95,2946,18,25,17011
96,2999,18,26,16957
97,3047,23,24,16906
98,3102,19,24,16855
99,3149,16,23,16812
100,3183,14,25,16778
101,3221,19,25,16735
102,3258,16,24,16702
103,3303,13,25,16659
104,3351,10,28,16611
105,3399,11,30,16560
106,3442,10,30,16518
107,3480,11,28,16481
108,3527,10,25,16438
109,3579,12,26,16383
110,3615,12,26,16347
111,3660,11,25,16304
112,3702,8,25,16265
113,3751,8,21,16220
114,3810,6,23,16161
115,3863,8,20,16109
116,3906,10,18,16066
117,3949,10,18,16023
118,4007,13,15,15965
119,4051,15,13,15921
120,4111,13,12,15864
121,4153,11,14,15822
122,4196,11,12,15781
123,4244,6,17,15733
124,4286,5,16,15693
125,4330,5,16,15649
126,4384,5,17,15594
127,4439,9,15,15537
128,4477,12,19,15492
129,4525,14,18,15443
130,4569,8,22,15401
131,4607,11,21,15361
132,4648,10,20,15322
133,4690,8,20,15282
134,4736,10,19,15235
135,4766,12,19,15203
136,4810,9,24,15157
137,4859,16,25,15100
138,4896,20,27,15057
139,4938,24,30,15008
140,4965,21,28,14986
141,5001,22,27,14950
142,5033,20,29,14918
143,5072,19,33,14876
144,5121,19,34,14826
145,5149,20,42,14789
146,5199,16,43,14742
147,5238,21,46,14695
148,5275,21,48,14656
149,5309,21,53,14617
150,5342,19,53,14586
151,5373,28,52,14547
152,5406,29,49,14516
153,5444,31,49,14476
154,5477,29,50,14444
155,5521,27,50,14402
156,5550,35,48,14367
157,5579,35,47,14339
158,5618,27,53,14302
159,5662,25,51,14262
160,5692,26,54,14228
161,5726,28,53,14193
162,5764,28,54,14154
163,5788,35,60,14117
164,5818,43,63,14076
165,5841,41,66,14052
166,5863,51,68,14018
167,5897,48,76,13979
168,5921,55,80,13944
169,5950,57,81,13912
170,5971,63,83,13883
171,5997,56,93,13854
172,6033,52,95,13820
173,6043,65,91,13801
174,6068,60,94,13778
175,6085,65,97,13753
176,6105,69,101,13725
177,6126,73,109,13692
178,6129,90,109,13672
179,6151,104,116,13629
180,6162,102,124,13612
181,6170,103,140,13587
182,6187,104,151,13558
