Day,S,E,I,R
0,19968,12,18,2
1,19957,17,20,6
2,19942,27,23,8
3,19912,47,28,13
4,19888,60,32,20
5,19866,65,44,25
6,19817,106,47,30
7,19783,111,71,35
8,19730,137,86,47
9,19665,162,114,59
10,19559,215,154,72
11,19405,300,206,89
12,19232,368,273,127
13,19018,475,347,160
14,18726,630,440,204
15,18366,810,565,259
16,17922,1016,717,345
17,17367,1299,886,448
18,16670,1601,1158,571
19,15879,1918,1471,732
20,14859,2390,1821,930
21,13679,2889,2271,1161
22,12430,3336,2778,1456
23,11058,3794,3328,1820
24,9622,4186,3944,2248
25,8136,4497,4606,2761
26,6650,4742,5253,3355
27,5397,4704,5887,4012
28,4207,4543,6501,4749
29,3165,4374,6880,5581
30,2432,3842,7270,6456
31,1826,3385,7373,7416
32,1412,2876,7279,8433
33,1099,2427,7120,9354
34,881,1979,6864,10276
35,699,1638,6492,11171
36,591,1358,6106,11945
37,512,1106,5651,12731
38,457,891,5211,13441
39,416,707,4800,14077
40,389,570,4328,14713
41,374,477,3937,15212
42,389,388,3573,15650
43,388,336,3178,16098
44,390,289,2859,16462
45,413,220,2552,16815
46,427,198,2302,17073
47,454,158,2041,17347
48,474,155,1783,17588
49,503,130,1588,17779
50,542,97,1433,17928
51,574,117,1243,18066
52,609,91,1130,18170
53,651,84,1004,18261
54,693,83,896,18328
55,737,87,808,18368
56,799,76,730,18395
57,851,74,643,18432
58,904,74,576,18446
59,959,67,521,18453
60,1011,62,456,18471
61,1068,59,414,18459
62,1131,51,370,18448
63,1159,59,333,18449
64,1195,56,314,18435
65,1260,43,289,18408
66,1311,40,261,18388
67,1366,39,231,18364
68,1432,41,208,18319
69,1487,40,181,18292
70,1543,35,155,18267
71,1603,24,139,18234
72,1655,24,124,18197
73,1712,25,111,18152
74,1781,26,98,18095
75,1837,20,87,18056
76,1892,19,72,18017
77,1945,19,65,17971
78,1999,18,59,17924
79,2052,20,49,17879
80,2121,19,43,17817
81,2164,16,46,17774
82,2224,13,42,17721
83,2278,18,37,17667
84,2343,16,34,17607
85,2404,16,29,17551
86,2464,8,31,17497
87,2516,12,28,17444
88,2559,8,33,17400
89,2603,5,32,17360
90,2654,9,27,17310
91,2713,6,25,17256
92,2749,10,20,17221
93,2814,8,18,17160
94,2867,6,20,17107
95,2927,7,19,17047
96,2976,7,20,16997
97,3017,7,21,16955
98,3058,8,18,16916
99,3112,9,17,16862
100,3162,9,19,16810
101,3220,11,18,16751
102,3283,10,20,16687
103,3323,10,18,16649
104,3377,9,20,16594
105,3421,9,22,16548
106,3464,13,23,16500
107,3516,11,23,16450
108,3566,9,23,16402
109,3616,12,21,16351
110,3660,11,21,16308
111,3715,10,21,16254
112,3757,10,20,16213
113,3811,9,23,16157
114,3853,9,23,16115
115,3894,11,22,16073
116,3934,11,21,16034
117,3969,14,21,15996
118,4019,12,22,15947
119,4064,13,19,15904
120,4110,14,19,15857
121,4156,14,19,15811
122,4209,17,17,15757
123,4249,13,19,15719
124,4293,9,26,15672
125,4330,12,30,15628
126,4365,12,31,15592
127,4409,9,29,15553
128,4453,15,24,15508
129,4483,21,27,15469
130,4526,16,29,15429
131,4577,11,34,15378
132,4619,12,38,15331
133,4660,16,35,15289
134,4695,12,38,15255
135,4728,10,35,15227
136,4765,14,35,15186
137,4807,18,28,15147
138,4843,18,27,15112
139,4882,17,28,15073
140,4928,13,30,15029
141,4973,14,33,14980
142,5010,20,30,14940
143,5042,22,26,14910
144,5080,24,28,14868
145,5124,17,34,14825
146,5170,17,35,14778
147,5201,22,35,14742
148,5242,21,38,14699
149,5279,24,37,14660
150,5312,31,31,14626
151,5360,32,32,14576
152,5393,35,34,14538
153,5415,40,36,14509
154,5447,36,41,14476
155,5465,37,54,14444
156,5498,35,58,14409
157,5528,36,64,14372
158,5560,38,64,14338
159,5580,49,68,14303
160,5586,55,69,14290
161,5624,53,76,14247
162,5642,56,76,14226
163,5665,63,76,14196
164,5680,60,93,14167
165,5695,77,96,14132
166,5724,72,104,14100
167,5753,70,117,14060
168,5760,78,122,14040
169,5791,74,133,14002
170,5793,82,140,13985
171,5804,93,136,13967
172,5815,94,140,13951
173,5821,93,144,13942
174,5831,104,154,13911
175,5832,110,160,13898
176,5834,108,179,13879
177,5833,126,181,13860
178,5819,131,195,13855
179,5826,133,200,13841
180,5821,148,215,13816
181,5811,153,231,13805
182,5808,160,246,13786
183,5787,177,263,13773
184,5771,183,284,13762
185,5754,185,308,13753
186,5739,187,326,13748
187,5724,202,332,13742
188,5700,217,338,13745
189,5674,236,341,13749
190,5632,249,357,13762
191,5593,264,378,13765
192,5563,269,402,13766
193,5496,297,425,13782
194,5455,298,461,13786
195,5386,333,482,13799
196,5328,354,518,13800
197,5242,385,539,13834
198,5194,387,548,13871
199,5133,387,591,13889
200,5042,428,602,13928
201,4957,434,621,13988
202,4863,453,653,14031
203,4795,440,691,14074
204,4717,450,713,14120
205,4627,469,748,14156
206,4527,486,768,14219
207,4456,461,808,14275
208,4361,477,814,14348
209,4282,473,849,14396
210,4156,529,852,14463
211,4053,535,865,14547
