Day,S,E,I,R
0,19969,11,17,3
1,19956,22,18,4
2,19942,30,21,7
3,19931,35,23,11
4,19900,54,32,14
5,19871,69,41,19
6,19830,87,55,28
7,19785,114,70,31
8,19722,150,90,38
9,19648,173,130,49
10,19557,203,171,69
11,19396,308,214,82
12,19235,377,275,113
13,19006,502,342,150
14,18739,638,414,209
15,18417,782,527,274
16,17978,1012,655,355
17,17454,1237,859,450
18,16734,1593,1104,569
19,15918,1952,1419,711
20,14949,2363,1790,898
21,13800,2823,2231,1146
22,12532,3289,2754,1425
23,11153,3690,3364,1793
24,9614,4135,4029,2222
25,8159,4448,4642,2751
26,6736,4598,5293,3373
27,5414,4634,5894,4058
28,4213,4551,6441,4795
29,3251,4209,6924,5616
30,2489,3815,7224,6472
31,1868,3347,7403,7382
32,1412,2903,7339,8346
33,1084,2467,7178,9271
34,831,2052,6887,10230
35,673,1647,6561,11119
36,551,1317,6176,11956
37,476,1067,5714,12743
38,424,834,5257,13485
39,374,673,4778,14175
40,353,537,4319,14791
41,343,433,3933,15291
42,365,332,3486,15817
43,381,268,3156,16195
44,409,216,2814,16561
45,433,197,2471,16899
46,468,164,2164,17204
47,500,154,1903,17443
48,523,158,1671,17648
49,548,136,1502,17814
50,590,122,1338,17950
51,637,121,1203,18039
52,678,105,1102,18115
53,719,91,978,18212
54,763,91,873,18273
55,804,89,769,18338
56,862,76,688,18374
57,889,86,605,18420
58,938,82,556,18424
59,975,87,492,18446
60,1019,77,450,18454
61,1064,77,405,18454
62,1117,65,367,18451
63,1168,64,333,18435
64,1228,63,297,18412
65,1266,57,277,18400
66,1323,52,254,18371
67,1372,51,232,18345
68,1413,47,214,18326
69,1481,38,196,18285
70,1533,41,178,18248
71,1587,36,172,18205
72,1631,38,156,18175
73,1702,32,136,18130
74,1760,32,119,18089
75,1817,28,114,18041
76,1863,28,102,18007
77,1934,23,99,17944
78,1976,25,94,17905
79,2033,27,89,17851
80,2084,27,84,17805
81,2125,27,81,17767
82,2171,32,79,17718
83,2229,28,71,17672
84,2291,21,70,17618
85,2338,27,63,17572
86,2386,26,57,17531
87,2438,22,56,17484
88,2492,14,53,17441
89,2544,11,54,17391
90,2591,15,51,17343
91,2656,16,45,17283
92,2716,17,43,17224
93,2768,20,33,17179
94,2812,20,34,17134
95,2866,21,33,17080
96,2915,20,38,17027
97,2963,17,40,16980
98,3011,13,42,16934
99,3062,16,35,16887
100,3112,19,33,16836
101,3163,15,32,16790
102,3210,9,37,16744
103,3259,9,34,16698
104,3309,11,30,16650
105,3358,10,26,16606
106,3409,9,26,16556
107,3458,9,26,16507
108,3497,8,25,16470
109,3541,9,21,16429
110,3598,10,20,16372
111,3641,7,23,16329
112,3690,6,20,16284
113,3740,5,21,16234
114,3789,4,18,16189
115,3836,6,16,16142
116,3887,5,17,16091
117,3934,4,15,16047
118,3985,4,14,15997
119,4030,3,12,15955
120,4076,4,11,15909
121,4126,4,10,15860
122,4164,8,9,15819
123,4215,5,13,15767
124,4250,5,15,15730
125,4291,5,16,15688
126,4341,7,17,15635
127,4377,6,16,15601
128,4423,10,15,15552
129,4460,8,17,15515
130,4484,13,11,15492
131,4520,9,15,15456
132,4555,8,13,15424
133,4604,6,14,15376
134,4646,8,13,15333
135,4690,5,14,15291
136,4715,7,14,15264
137,4755,9,13,15223
138,4784,10,12,15194
139,4817,8,11,15164
140,4853,7,9,15131
141,4903,8,10,15079
142,4944,5,12,15039
143,4986,6,13,14995
144,5028,5,13,14954
145,5061,6,12,14921
146,5101,5,13,14881
147,5140,8,12,14840
148,5174,7,13,14806
149,5212,7,12,14769
150,5268,6,12,14714
151,5310,7,14,14669
152,5345,11,14,14630
153,5378,13,14,14595
154,5418,17,18,14547
155,5466,15,21,14498
156,5510,14,21,14455
157,5554,16,22,14408
158,5571,19,19,14391
159,5618,15,22,14345
160,5656,14,23,14307
161,5701,13,26,14260
162,5732,14,26,14228
163,5762,17,27,14194
164,5796,17,28,14159
165,5826,18,27,14129
166,5840,26,27,14107
167,5882,24,31,14063
168,5915,30,30,14025
169,5942,28,31,13999
170,5978,27,30,13965
171,6008,26,36,13930
172,6053,21,38,13888
173,6084,24,35,13857
174,6118,20,39,13823
175,6152,25,42,13781
176,6202,22,46,13730
177,6241,29,46,13684
178,6281,28,46,13645
179,6313,23,53,13611
180,6341,22,50,13587
181,6368,23,46,13563
182,6390,26,42,13542
183,6417,37,40,13506
184,6444,31,45,13480
185,6467,32,52,13449
186,6493,37,57,13413
187,6533,42,56,13369
188,6553,41,63,13343
189,6572,45,67,13316
190,6587,49,73,13291
191,6609,55,73,13263
192,6616,60,83,13241
193,6646,60,88,13206
194,6691,67,85,13157
195,6706,68,95,13131
196,6728,66,106,13100
197,6733,78,107,13082
198,6731,87,114,13068
199,6736,92,131,13041
200,6747,92,137,13024
201,6737,112,144,13007
202,6726,121,159,12994
203,6723,116,167,12994
204,6722,121,183,12974
205,6700,147,185,12968
206,6689,153,195,12963
207,6702,150,207,12941
208,6697,159,217,12927
209,6671,187,226,12916
210,6641,214,241,12904
211,6622,207,274,12897
212,6578,226,295,12901
213,6539,235,315,12911
214,6489,257,324,12930
215,6454,266,340,12940
216,6391,284,377,12948
217,6343,275,419,12963
218,6277,293,440,12990
219,6226,301,470,13003
220,6151,331,495,13023
221,6087,344,525,13044
222,6009,368,557,13066
223,5901,418,584,13097
224,5812,451,613,13124
225,5719,467,653,13161
226,5594,496,689,13221
227,5461,537,747,13255
228,5333,560,810,13297
229,5218,558,838,13386
230,5100,569,880,13451
231,4984,555,946,13515
232,4852,563,985,13600
233,4736,555,1036,13673
234,4582,601,1040,13777
235,4440,618,1075,13867
236,4322,641,1101,13936
237,4192,656,1135,14017
238,4049,658,1179,14114
239,3925,673,1177,14225
240,3794,648,1224,14334
241,3673,641,1244,14442
242,3580,615,1267,14538
243,3491,587,1283,14639
244,3375,588,1287,14750
245,3282,567,1283,14868
246,3169,555,1278,14998
247,3082,556,1260,15102
248,2995,543,1242,15220
249,2942,519,1213,15326
250,2902,490,1188,15420
251,2848,476,1177,15499
252,2794,467,1133,15606
253,2754,448,1127,15671
254,2707,450,1103,15740
255,2669,431,1088,15812
256,2626,416,1076,15882
257,2579,393,1046,15982
258,2532,395,1007,16066
259,2497,392,976,16135
260,2462,388,961,16189
261,2454,369,952,16225
262,2421,366,953,16260
263,2422,350,901,16327
264,2429,326,867,16378
265,2437,313,849,16401
266,2431,313,826,16430
267,2437,294,795,16474
268,2446,262,758,16534
269,2467,246,731,16556
270,2481,242,691,16586
271,2497,231,667,16605
272,2505,221,636,16638
273,2524,217,602,16657
274,2560,202,563,16675
275,2575,196,544,16685
276,2591,192,526,16691
277,2621,180,502,16697
278,2637,186,487,16690
279,2670,187,475,16668
280,2708,186,466,16640
281,2766,169,464,16601
282,2792,170,448,16590
283,2843,168,439,16550
284,2893,172,417,16518
285,2945,166,405,16484
286,2973,161,411,16455
287,3009,147,398,16446
288,3049,154,377,16420
289,3103,144,371,16382
290,3146,147,372,16335
291,3177,157,357,16309
292,3229,157,351,16263
293,3283,149,350,16218
294,3316,148,351,16185
295,3351,151,355,16143
296,3382,158,353,16107
297,3421,179,333,16067
298,3467,165,337,16031
299,3521,181,329,15969
300,3570,180,335,15915
301,3608,179,335,15878
302,3642,174,336,15848
303,3672,189,339,15800
304,3706,190,325,15779
305,3740,194,318,15748
306,3765,181,337,15717
307,3832,165,342,15661
308,3875,181,330,15614
309,3922,169,349,15560
310,3961,171,347,15521
311,3991,183,338,15488
312,4027,174,354,15445
313,4064,173,355,15408
314,4090,184,352,15374
315,4121,176,366,15337
316,4166,176,357,15301
317,4198,182,360,15260
318,4236,180,363,15221
319,4268,189,357,15186
320,4286,210,361,15143
321,4298,221,370,15111
322,4340,210,380,15070
323,4355,201,392,15052
324,4368,220,387,15025
325,4391,234,382,14993
326,4417,241,385,14957
327,4417,257,392,14934
328,4430,236,429,14905
329,4440,234,444,14882
330,4449,237,466,14848
331,4458,266,463,14813
332,4451,260,485,14804
333,4440,275,495,14790
334,4458,283,506,14753
335,4454,296,509,14741
336,4431,303,519,14747
337,4433,300,549,14718
338,4405,320,549,14726
339,4386,344,565,14705
340,4376,319,613,14692
341,4354,325,620,14701
342,4294,334,649,14723
343,4293,337,648,14722
344,4256,365,663,14716
345,4228,377,681,14714
346,4217,358,692,14733
347,4215,353,700,14732
348,4192,365,714,14729
349,4161,390,720,14729
350,4150,367,739,14744
351,4114,377,731,14778
352,4068,398,743,14791
353,4028,409,757,14806
354,3982,444,757,14817
355,3943,439,783,14835
356,3895,445,794,14866
357,3853,436,812,14899
358,3810,431,812,14947
359,3771,420,815,14994
360,3739,429,815,15017
361,3726,435,816,15023
362,3694,440,817,15049
363,3653,429,796,15122
364,3642,409,801,15148
365,3603,435,780,15182
366,3560,452,792,15196
367,3528,445,817,15210
368,3528,416,847,15209
369,3519,391,871,15219
370,3497,392,845,15266
371,3480,402,831,15287
372,3462,410,818,15310
373,3450,402,836,15312
374,3429,396,826,15349
375,3406,394,836,15364
376,3370,409,837,15384
377,3329,416,828,15427
378,3348,384,841,15427
379,3318,398,843,15441
380,3332,373,871,15424
381,3298,374,870,15458
382,3299,358,869,15474
383,3325,362,839,15474
384,3334,360,808,15498
385,3330,351,806,15513
386,3326,335,808,15531
387,3303,357,779,15561
388,3330,356,753,15561
389,3315,364,756,15565
390,3326,368,741,15565
391,3353,361,737,15549
392,3354,369,735,15542
393,3358,360,742,15540
394,3382,347,732,15539
395,3410,342,729,15519
396,3449,321,720,15510
397,3461,326,709,15504
398,3468,327,702,15503
399,3454,325,702,15519
400,3463,331,700,15506
401,3470,312,713,15505
402,3494,316,695,15495
403,3501,324,692,15483
404,3504,324,681,15491
405,3522,320,666,15492
406,3524,309,668,15499
407,3562,290,670,15478
408,3573,306,663,15458
409,3590,309,663,15438
410,3595,321,659,15425
411,3589,337,655,15419
412,3588,333,677,15402
413,3592,354,658,15396
414,3620,343,678,15359
415,3632,322,692,15354
416,3630,334,681,15355
417,3639,315,719,15327
418,3642,321,703,15334
419,3632,346,704,15318
420,3646,337,703,15314
421,3640,347,677,15336
422,3647,338,691,15324
423,3656,336,706,15302
424,3664,348,709,15279
425,3666,353,715,15266
426,3674,356,723,15247
427,3662,366,718,15254
428,3656,374,707,15263
429,3642,357,724,15277
430,3628,379,749,15244
431,3611,386,756,15247
432,3613,396,765,15226
433,3598,406,759,15237
434,3566,414,777,15243
435,3561,388,787,15264
436,3544,384,793,15279
437,3526,394,808,15272
438,3491,417,810,15282
439,3488,411,809,15292
440,3466,418,809,15307
441,3467,409,805,15319
442,3478,379,806,15337
443,3474,359,833,15334
444,3467,355,832,15346
445,3476,367,811,15346
446,3458,357,827,15358
447,3409,375,825,15391
448,3408,383,805,15404
449,3437,364,796,15403
450,3448,357,788,15407
451,3449,359,783,15409
452,3450,366,777,15407
453,3451,349,776,15424
454,3471,328,777,15424
455,3464,306,801,15429
456,3439,347,758,15456
457,3429,352,767,15452
458,3439,353,763,15445
459,3457,350,767,15426
460,3464,352,749,15435
461,3437,357,740,15466
462,3448,356,752,15444
463,3450,359,741,15450
464,3452,389,724,15435
465,3440,384,732,15444
466,3429,384,736,15451
467,3405,377,765,15453
468,3432,346,788,15434
469,3424,359,780,15437
470,3426,363,770,15441
471,3415,366,787,15432
472,3403,371,785,15441
473,3405,354,788,15453
474,3398,346,781,15475
475,3373,361,786,15480
476,3378,350,778,15494
477,3350,365,766,15519
478,3337,355,762,15546
479,3330,344,760,15566
480,3317,337,777,15569
481,3292,363,767,15578
482,3261,373,752,15614
483,3295,354,752,15599
484,3307,350,760,15583
485,3315,339,748,15598
486,3319,327,750,15604
487,3338,323,739,15600
488,3375,323,712,15590
489,3366,323,713,15598
490,3365,342,720,15573
491,3333,345,707,15615
492,3346,329,696,15629
493,3329,328,696,15647
494,3335,320,690,15655
495,3335,334,666,15665
496,3382,305,660,15653
497,3407,302,669,15622
498,3381,313,658,15648
499,3421,296,647,15636
500,3439,307,632,15622
501,3446,312,642,15600
502,3455,323,622,15600
503,3480,311,611,15598
504,3493,297,630,15580
505,3494,311,615,15580
506,3497,315,623,15565
507,3500,319,623,15558
508,3499,325,616,15560
509,3531,298,637,15534
510,3520,311,630,15539
511,3521,292,644,15543
512,3525,311,625,15539
513,3538,314,631,15517
514,3544,308,643,15505
515,3556,311,649,15484
516,3587,274,662,15477
517,3601,295,638,15466
518,3607,309,634,15450
519,3603,320,632,15445
520,3583,322,649,15446
521,3613,319,643,15425
522,3631,327,632,15410
523,3619,322,633,15426
524,3611,314,646,15429
525,3609,327,632,15432
526,3598,325,641,15436
527,3602,314,648,15436
528,3588,311,662,15439
529,3596,322,653,15429
530,3597,325,668,15410
531,3594,330,666,15410
532,3594,317,667,15422
533,3564,315,666,15455
534,3548,318,661,15473
535,3535,312,670,15483
536,3544,295,671,15490
537,3514,302,671,15513
538,3524,315,665,15496
539,3503,332,654,15511
540,3491,358,644,15507
541,3472,364,651,15513
542,3473,353,673,15501
543,3473,327,695,15505
544,3464,348,674,15514
545,3479,317,677,15527
546,3474,306,668,15552
547,3474,313,659,15554
548,3490,309,669,15532
549,3492,341,661,15506
550,3482,337,654,15527
551,3494,320,667,15519
552,3490,325,673,15512
553,3500,324,658,15518
554,3481,345,661,15513
555,3492,333,670,15505
556,3499,330,685,15486
557,3506,328,677,15489
558,3478,349,676,15497
559,3495,337,700,15468
560,3508,318,702,15472
561,3515,343,683,15459
562,3515,342,692,15451
563,3493,341,689,15477
564,3495,332,699,15474
565,3513,319,689,15479
566,3514,318,713,15455
567,3531,314,707,15448
568,3543,317,672,15468
569,3557,320,668,15455
570,3582,320,649,15449
571,3610,298,664,15428
572,3604,303,666,15427
573,3614,318,666,15402
574,3623,309,662,15406
575,3636,321,659,15384
576,3657,320,661,15362
577,3667,325,645,15363
578,3670,313,654,15363
579,3693,305,659,15343
580,3695,331,649,15325
581,3703,328,658,15311
582,3706,333,669,15292
583,3717,324,678,15281
584,3719,329,673,15279
585,3729,316,676,15279
586,3735,333,654,15278
587,3716,355,672,15257
588,3717,336,678,15269
589,3723,334,672,15271
590,3737,344,679,15240
591,3741,322,704,15233
592,3730,338,695,15237
593,3714,354,683,15249
594,3741,348,686,15225
595,3774,323,691,15212
596,3742,341,686,15231
597,3750,330,695,15225
598,3725,359,692,15224
599,3716,343,720,15221
600,3708,371,703,15218
601,3709,351,726,15214
602,3694,367,719,15220
603,3680,368,726,15226
604,3688,369,719,15224
605,3700,342,751,15207
606,3676,360,735,15229
607,3657,371,747,15225
608,3632,390,742,15236
609,3630,390,741,15239
610,3656,386,740,15218
611,3653,372,750,15225
612,3627,364,766,15243
613,3637,369,747,15247
614,3655,359,729,15257
615,3643,367,723,15267
616,3648,363,721,15268
617,3648,372,715,15265
618,3658,354,724,15264
619,3660,353,728,15259
620,3645,351,741,15263
621,3642,363,742,15253
622,3650,349,757,15244
623,3641,342,771,15246
624,3623,364,758,15255
625,3598,371,762,15269
626,3604,344,772,15280
627,3590,376,765,15269
628,3600,338,791,15271
629,3598,333,762,15307
630,3609,323,769,15299
631,3626,319,762,15293
632,3597,360,726,15317
633,3607,341,729,15323
634,3634,334,724,15308
635,3620,351,721,15308
636,3630,340,706,15324
637,3621,353,693,15333
638,3622,340,684,15354
639,3645,314,691,15350
640,3679,315,686,15320
641,3682,310,685,15323
642,3708,308,676,15308
643,3750,330,657,15263
644,3738,339,665,15258
645,3752,329,651,15268
646,3782,334,643,15241
647,3810,331,618,15241
648,3810,337,617,15236
649,3816,340,641,15203
650,3831,334,654,15181
651,3839,345,662,15154
652,3840,345,687,15128
653,3819,364,706,15111
654,3813,353,716,15118
655,3804,375,723,15098
656,3811,348,747,15094
657,3812,380,730,15078
658,3789,378,750,15083
659,3788,371,761,15080
660,3787,360,775,15078
661,3743,395,760,15102
662,3725,394,771,15110
663,3705,384,799,15112
664,3713,383,815,15089
665,3707,372,827,15094
666,3700,372,821,15107
667,3683,383,814,15120
668,3659,392,807,15142
669,3643,391,830,15136
670,3611,398,814,15177
671,3605,375,818,15202
672,3599,359,823,15219
673,3585,382,800,15233
674,3564,392,811,15233
675,3556,400,811,15233
676,3532,389,843,15236
677,3518,378,849,15255
678,3532,360,845,15263
679,3526,384,805,15285
680,3521,393,816,15270
681,3489,420,840,15251
