Day,S,E,I,R
0,19966,14,19,1
1,19951,24,21,4
2,19935,35,21,9
3,19920,43,27,10
4,19894,55,36,15
5,19858,70,53,19
6,19810,102,67,21
7,19737,147,83,33
8,19651,191,113,45
9,19524,256,166,54
10,19370,343,220,67
11,19185,424,298,93
12,18927,565,370,138
13,18600,742,479,179
14,18184,950,628,238
15,17662,1193,822,323
16,16990,1545,1034,431
17,16175,1931,1322,572
18,15177,2401,1671,751
19,14067,2819,2143,971
20,12839,3240,2676,1245
21,11403,3772,3218,1607
22,9964,4160,3829,2047
23,8471,4489,4481,2559
24,6984,4687,5165,3164
25,5664,4717,5803,3816
26,4485,4562,6377,4576
27,3490,4331,6782,5397
28,2682,3951,7109,6258
29,2042,3509,7285,7164
30,1567,3035,7257,8141
31,1198,2555,7137,9110
32,944,2116,6928,10012
33,758,1717,6574,10951
34,645,1367,6214,11774
35,552,1080,5786,12582
36,472,872,5369,13287
37,433,697,4915,13955
38,407,555,4495,14543
39,384,456,4049,15111
40,402,366,3645,15587
41,408,323,3246,16023
42,426,260,2906,16408
43,430,224,2589,16757
44,445,197,2290,17068
45,479,186,2021,17314
46,516,163,1753,17568
47,552,145,1545,17758
48,594,115,1380,17911
49,633,99,1216,18052
50,691,87,1084,18138
51,734,87,956,18223
52,767,82,837,18314
53,806,78,734,18382
54,849,77,658,18416
55,895,69,582,18454
56,931,63,535,18471
57,974,59,466,18501
58,1029,44,425,18502
59,1090,44,380,18486
60,1133,43,337,18487
61,1190,52,306,18452
62,1257,54,266,18423
63,1312,57,248,18383
64,1369,58,231,18342
65,1435,46,215,18304
66,1484,43,196,18277
67,1532,54,176,18238
68,1594,45,175,18186
69,1667,45,154,18134
70,1738,32,146,18084
71,1791,31,134,18044
72,1848,31,124,17997
73,1909,25,118,17948
74,1962,21,113,17904
75,1994,19,109,17878
76,2042,25,99,17834
77,2095,31,93,17781
78,2169,28,89,17714
79,2210,31,86,17673
80,2248,28,82,17642
81,2281,30,76,17613
82,2346,27,81,17546
83,2395,33,75,17497
84,2454,24,82,17440
85,2499,24,62,17415
86,2567,29,55,17349
87,2633,26,61,17280
88,2683,20,57,17240
89,2728,23,52,17197
90,2770,20,54,17156
91,2819,20,52,17109
92,2859,23,48,17070
93,2902,25,42,17031
94,2930,22,49,16999
95,2975,18,50,16957
96,3021,16,50,16913
97,3075,13,50,16862
98,3119,15,45,16821
99,3159,13,46,16782
100,3207,11,47,16735
101,3258,16,40,16686
102,3317,20,33,16630
103,3379,15,35,16571
104,3423,12,32,16533
105,3473,11,30,16486
106,3530,12,27,16431
107,3584,11,28,16377
108,3619,15,26,16340
109,3655,12,29,16304
110,3692,12,24,16272
111,3734,12,25,16229
112,3774,13,22,16191
113,3824,11,21,16144
114,3865,11,20,16104
115,3903,8,20,16069
116,3934,9,20,16037
117,3975,12,19,15994
118,4020,16,20,15944
119,4067,14,21,15898
120,4117,15,19,15849
121,4161,15,20,15804
122,4202,11,22,15765
123,4250,15,21,15714
124,4296,17,17,15670
125,4327,13,21,15639
126,4380,12,21,15587
127,4426,14,20,15540
128,4466,10,25,15499
129,4506,11,22,15461
130,4558,14,19,15409
131,4596,16,18,15370
132,4634,12,23,15331
133,4667,13,22,15298
134,4723,13,24,15240
135,4766,18,24,15192
136,4809,16,27,15148
137,4854,15,31,15100
138,4904,17,29,15050
139,4940,17,32,15011
140,4987,18,35,14960
141,5029,19,36,14916
142,5077,16,39,14868
143,5111,23,39,14827
144,5146,23,40,14791
145,5169,27,43,14761
146,5204,26,42,14728
147,5253,25,44,14678
148,5286,30,42,14642
149,5329,30,42,14599
150,5373,30,43,14554
151,5400,24,56,14520
152,5438,27,58,14477
153,5463,29,61,14447
154,5496,27,59,14418
155,5524,33,54,14389
156,5557,44,55,14344
157,5585,52,62,14301
158,5624,45,67,14264
159,5643,50,72,14235
160,5659,57,80,14204
161,5689,51,91,14169
162,5704,60,86,14150
163,5731,60,94,14115
164,5756,57,100,14087
165,5771,65,105,14059
166,5788,76,114,14022
167,5801,82,118,13999
168,5812,86,120,13982
169,5819,101,125,13955
170,5830,109,136,13925
171,5831,122,158,13889
172,5838,118,177,13867
173,5834,118,196,13852
174,5822,134,204,13840
175,5827,134,213,13826
176,5834,129,229,13808
177,5804,139,240,13817
178,5792,140,258,13810
179,5766,161,260,13813
180,5754,170,274,13802
181,5748,170,276,13806
182,5722,193,280,13805
183,5678,213,313,13796
184,5667,193,339,13801
185,5636,229,348,13787
186,5596,245,365,13794
187,5569,263,362,13806
188,5519,264,403,13814
189,5465,287,420,13828
190,5427,294,433,13846
191,5391,291,470,13848
192,5323,328,485,13864
193,5249,343,545,13863
