Day,S,E,I,R
0,19971,9,18,2
1,19949,28,20,3
2,19928,39,26,7
3,19897,56,39,8
4,19871,62,56,11
5,19825,97,58,20
6,19785,118,66,31
7,19724,143,93,40
8,19641,189,119,51
9,19534,235,166,65
10,19415,279,211,95
11,19258,351,259,132
12,19040,469,325,166
13,18738,657,389,216
14,18427,793,508,272
15,18042,936,693,329
16,17474,1227,876,423
17,16815,1516,1112,557
18,16075,1833,1379,713
19,15136,2234,1725,905
20,14004,2716,2163,1117
21,12755,3203,2625,1417
22,11387,3666,3198,1749
23,10008,4019,3830,2143
24,8566,4294,4526,2614
25,7075,4554,5121,3250
26,5757,4567,5712,3964
27,4559,4490,6211,4740
28,3588,4178,6681,5553
29,2704,3939,6956,6401
30,2056,3548,7066,7330
31,1558,3043,7128,8271
32,1210,2513,7090,9187
33,937,2092,6839,10132
34,759,1700,6529,11012
35,622,1369,6142,11867
36,541,1120,5664,12675
37,467,908,5211,13414
38,420,719,4823,14038
39,393,573,4411,14623
40,372,468,3967,15193
41,376,362,3612,15650
42,396,297,3235,16072
43,401,251,2892,16456
44,404,202,2579,16815
45,430,176,2302,17092
46,463,167,2020,17350
47,496,141,1771,17592
48,526,123,1560,17791
49,569,106,1365,17960
50,619,89,1235,18057
51,652,95,1071,18182
52,681,94,937,18288
53,734,100,819,18347
54,784,94,733,18389
55,831,84,650,18435
56,877,75,580,18468
57,916,70,532,18482
58,973,63,478,18486
59,1023,57,440,18480
60,1069,62,398,18471
61,1119,59,356,18466
62,1172,55,324,18449
63,1234,50,300,18416
64,1286,47,258,18409
65,1341,44,236,18379
66,1399,42,214,18345
67,1463,42,191,18304
68,1511,39,162,18288
69,1570,34,139,18257
70,1646,35,131,18188
71,1704,31,120,18145
72,1769,23,106,18102
73,1824,21,100,18055
74,1878,29,81,18012
75,1930,33,71,17966
76,1994,26,75,17905
77,2043,32,68,17857
78,2097,28,74,17801
79,2140,29,65,17766
80,2193,30,63,17714
81,2244,27,59,17670
82,2314,20,66,17600
83,2366,15,62,17557
84,2425,17,58,17500
85,2477,15,55,17453
86,2523,15,47,17415
87,2576,16,45,17363
88,2619,14,47,17320
89,2669,14,41,17276
90,2729,7,40,17224
91,2782,12,37,17169
92,2832,15,31,17122
93,2880,15,29,17076
94,2935,15,29,17021
95,2986,12,33,16969
96,3035,11,33,16921
97,3079,17,29,16875
98,3121,15,26,16838
99,3163,11,28,16798
100,3207,12,30,16751
101,3258,10,28,16704
102,3296,7,27,16670
103,3336,7,27,16630
104,3378,11,26,16585
105,3420,16,26,16538
106,3470,18,26,16486
107,3528,15,30,16427
108,3577,13,28,16382
109,3617,13,27,16343
110,3659,13,28,16300
111,3699,14,28,16259
112,3736,20,30,16214
113,3770,20,29,16181
114,3811,17,32,16140
115,3865,15,35,16085
116,3908,17,34,16041
117,3946,16,33,16005
118,3970,18,32,15980
119,4011,14,38,15937
120,4049,18,37,15896
121,4093,23,34,15850
122,4137,19,36,15808
123,4175,23,34,15768
124,4215,24,38,15723
125,4249,24,44,15683
126,4294,19,45,15642
127,4340,24,44,15592
128,4383,32,42,15543
129,4424,33,47,15496
130,4459,41,48,15452
131,4503,36,55,15406
132,4530,38,54,15378
133,4558,35,60,15347
134,4594,37,63,15306
135,4636,36,63,15265
136,4667,37,64,15232
137,4694,38,68,15200
138,4723,32,82,15163
139,4761,41,79,15119
140,4779,38,80,15103
141,4815,39,81,15065
142,4856,39,82,15023
143,4883,44,89,14984
144,4908,49,83,14960
145,4937,52,80,14931
146,4962,54,81,14903
147,4981,53,89,14877
148,5012,53,93,14842
149,5037,49,96,14818
150,5063,55,98,14784
151,5086,56,98,14760
152,5108,57,97,14738
153,5148,60,104,14688
154,5169,65,115,14651
155,5181,72,110,14637
156,5198,68,118,14616
157,5204,72,126,14598
158,5220,71,128,14581
159,5227,73,133,14567
160,5246,78,137,14539
161,5279,75,134,14512
162,5286,90,131,14493
163,5310,90,138,14462
164,5323,89,145,14443
165,5344,86,154,14416
166,5362,81,161,14396
167,5395,87,168,14350
168,5393,104,172,14331
169,5388,118,181,14313
170,5390,130,186,14294
171,5396,132,188,14284
172,5424,113,199,14264
173,5421,122,217,14240
174,5413,132,219,14236
175,5420,135,228,14217
176,5410,149,231,14210
177,5416,154,238,14192
178,5406,163,249,14182
179,5416,160,264,14160
180,5412,178,256,14154
181,5399,186,269,14146
182,5392,175,291,14142
183,5366,184,286,14164
184,5337,216,298,14149
185,5286,223,337,14154
186,5256,245,350,14149
187,5227,253,368,14152
188,5202,273,385,14140
189,5199,245,412,14144
190,5173,254,418,14155
191,5126,271,445,14158
192,5078,289,444,14189
193,5020,307,469,14204
194,4965,335,484,14216
195,4932,337,498,14233
196,4891,325,530,14254
197,4834,339,554,14273
198,4808,332,582,14278
199,4751,341,597,14311
200,4686,384,615,14315
201,4630,380,624,14366
202,4581,369,643,14407
203,4509,386,676,14429
204,4442,400,693,14465
205,4384,393,697,14526
206,4315,411,711,14563
207,4262,401,737,14600
208,4206,391,767,14636
209,4136,420,761,14683
210,4081,417,758,14744
211,4022,431,756,14791
212,3968,432,775,14825
213,3891,439,769,14901
214,3846,442,771,14941
215,3768,447,785,15000
216,3696,455,807,15042
217,3670,432,802,15096
218,3619,408,816,15157
219,3564,406,834,15196
220,3512,416,832,15240
221,3477,387,837,15299
222,3434,396,836,15334
223,3402,411,821,15366
224,3371,403,832,15394
225,3323,397,826,15454
226,3278,396,834,15492
227,3237,393,830,15540
228,3221,387,804,15588
229,3203,365,799,15633
230,3184,357,785,15674
231,3165,340,772,15723
232,3139,319,776,15766
233,3114,330,751,15805
234,3088,326,738,15848
235,3086,334,715,15865
236,3074,321,709,15896
237,3062,317,678,15943
238,3067,304,664,15965
239,3079,271,681,15969
240,3082,276,677,15965
241,3076,283,666,15975
242,3066,276,656,16002
243,3085,262,635,16018
244,3088,255,623,16034
245,3078,269,589,16064
246,3108,247,591,16054
247,3121,238,603,16038
248,3122,232,596,16050
249,3123,238,592,16047
250,3115,249,574,16062
251,3096,251,571,16082
252,3115,233,576,16076
253,3118,239,567,16076
254,3120,252,557,16071
255,3160,236,544,16060
256,3189,235,540,16036
257,3226,240,513,16021
258,3246,238,503,16013
259,3273,223,487,16017
260,3290,221,477,16012
261,3308,199,482,16011
262,3317,207,472,16004
263,3349,201,464,15986
264,3368,215,440,15977
265,3416,204,451,15929
266,3456,190,469,15885
267,3478,198,465,15859
268,3524,182,446,15848
269,3548,201,428,15823
270,3571,202,418,15809
271,3606,202,419,15773
272,3631,209,406,15754
273,3676,183,429,15712
274,3705,176,428,15691
275,3725,191,420,15664
276,3755,201,428,15616
277,3785,209,429,15577
278,3818,206,446,15530
279,3836,214,434,15516
280,3876,210,441,15473
281,3897,227,432,15444
282,3913,238,444,15405
283,3934,228,433,15405
284,3974,224,424,15378
285,3973,225,440,15362
286,3977,247,446,15330
287,3987,256,447,15310
288,4009,253,465,15273
289,4014,263,484,15239
290,4031,257,502,15210
291,4048,247,502,15203
292,4076,251,499,15174
293,4096,248,509,15147
294,4086,263,510,15141
295,4114,258,515,15113
296,4113,260,516,15111
297,4122,262,542,15074
298,4127,267,548,15058
299,4133,285,547,15035
300,4127,299,556,15018
301,4118,300,573,15009
302,4115,311,570,15004
303,4117,310,579,14994
304,4112,329,585,14974
305,4091,326,589,14994
306,4052,347,598,15003
307,4040,341,625,14994
308,4027,352,625,14996
309,4012,336,645,15007
310,3974,370,629,15027
311,3991,362,628,15019
312,3969,376,633,15022
313,3945,369,653,15033
314,3926,355,662,15057
315,3896,368,655,15081
316,3880,352,676,15092
317,3866,341,703,15090
318,3867,348,707,15078
319,3821,387,703,15089
320,3804,382,727,15087
321,3798,377,724,15101
322,3795,378,743,15084
323,3768,382,751,15099
324,3737,403,754,15106
325,3710,420,752,15118
326,3683,397,771,15149
327,3674,392,790,15144
328,3658,385,805,15152
329,3635,376,797,15192
330,3627,383,798,15192
331,3612,382,816,15190
332,3587,371,795,15247
333,3590,358,805,15247
334,3583,371,782,15264
335,3575,364,786,15275
336,3531,367,788,15314
337,3518,371,787,15324
338,3500,366,797,15337
339,3478,385,782,15355
340,3459,377,797,15367
341,3447,374,788,15391
342,3453,357,785,15405
343,3446,355,784,15415
344,3466,330,789,15415
345,3436,354,775,15435
346,3434,346,766,15454
347,3428,354,738,15480
348,3419,343,741,15497
349,3424,337,732,15507
350,3420,328,735,15517
351,3403,330,713,15554
352,3414,324,725,15537
353,3418,326,702,15554
354,3417,322,715,15546
355,3411,320,730,15539
356,3408,327,721,15544
357,3409,322,717,15552
358,3412,323,688,15577
359,3421,307,702,15570
360,3423,321,685,15571
361,3436,305,697,15562
362,3438,313,722,15527
363,3437,333,707,15523
364,3458,345,687,15510
365,3466,350,670,15514
366,3473,336,681,15510
367,3515,317,688,15480
368,3517,325,682,15476
369,3538,306,676,15480
370,3543,311,643,15503
371,3526,312,651,15511
372,3556,289,652,15503
373,3549,306,626,15519
374,3571,306,630,15493
375,3607,314,615,15464
376,3610,308,624,15458
377,3621,317,608,15454
378,3639,312,611,15438
379,3685,302,609,15404
380,3700,298,632,15370
381,3706,308,626,15360
382,3713,328,609,15350
383,3732,295,622,15351
384,3744,304,616,15336
385,3760,313,610,15317
386,3794,291,611,15304
387,3815,290,608,15287
388,3842,297,591,15270
389,3864,287,600,15249
390,3873,272,617,15238
391,3890,289,610,15211
392,3919,289,581,15211
393,3918,297,597,15188
394,3916,314,609,15161
395,3927,312,620,15141
396,3945,315,633,15107
397,3938,324,626,15112
398,3941,323,636,15100
399,3945,338,624,15093
400,3977,319,633,15071
401,3966,335,620,15079
402,3957,332,619,15092
403,3957,316,638,15089
404,3938,332,630,15100
405,3941,332,636,15091
406,3927,346,623,15104
407,3928,339,629,15104
408,3945,343,639,15073
409,3945,353,635,15067
410,3939,345,644,15072
411,3938,344,650,15068
412,3940,338,677,15045
413,3949,352,676,15023
414,3944,353,686,15017
415,3942,345,670,15043
416,3938,351,680,15031
417,3966,353,639,15042
418,3958,361,658,15023
419,3950,353,679,15018
420,3943,350,688,15019
421,3945,363,679,15013
422,3931,359,689,15021
423,3894,382,704,15020
424,3897,375,733,14995
425,3898,361,741,15000
426,3883,359,759,14999
427,3859,368,754,15019
428,3855,353,770,15022
429,3822,383,760,15035
430,3797,395,775,15033
431,3783,391,763,15063
