Day,S,E,I,R
0,19965,15,17,3
1,19948,27,20,5
2,19924,47,22,7
3,19904,55,28,13
4,19883,55,45,17
5,19850,73,51,26
6,19808,96,63,33
7,19749,123,86,42
8,19675,163,100,62
9,19581,203,141,75
10,19460,253,194,93
11,19292,350,237,121
12,19090,459,291,160
13,18852,569,380,199
14,18517,723,497,263
15,18101,929,648,322
16,17617,1154,818,411
17,16980,1447,1055,518
18,16203,1796,1340,661
19,15324,2153,1712,811
20,14177,2691,2099,1033
21,12918,3224,2552,1306
22,11616,3642,3077,1665
23,10250,4031,3647,2072
24,8755,4399,4279,2567
25,7294,4618,4943,3145
26,5944,4658,5571,3827
27,4699,4555,6150,4596
28,3661,4303,6606,5430
29,2871,3836,7050,6243
30,2201,3396,7222,7181
31,1673,2965,7223,8139
32,1304,2523,7073,9100
33,996,2092,6892,10020
34,827,1748,6552,10873
35,680,1433,6181,11706
36,585,1169,5765,12481
37,492,970,5355,13183
38,454,760,4910,13876
39,421,618,4455,14506
40,378,523,4054,15045
41,369,429,3661,15541
42,384,340,3323,15953
43,392,294,2963,16351
44,413,261,2633,16693
45,409,230,2356,17005
46,443,189,2118,17250
47,493,158,1911,17438
48,505,151,1698,17646
49,529,139,1520,17812
50,573,116,1368,17943
51,610,102,1231,18057
52,645,96,1089,18170
53,688,86,964,18262
54,732,80,859,18329
55,757,81,767,18395
56,815,80,681,18424
57,867,64,605,18464
58,917,71,529,18483
59,959,77,460,18504
60,1010,66,422,18502
61,1063,53,400,18484
62,1112,46,354,18488
63,1161,57,312,18470
64,1208,52,277,18463
65,1262,47,246,18445
66,1325,42,224,18409
67,1382,39,215,18364
68,1450,35,187,18328
69,1502,34,173,18291
70,1563,38,159,18240
71,1628,33,139,18200
72,1690,31,112,18167
73,1746,28,101,18125
74,1800,32,94,18074
75,1859,20,91,18030
76,1908,24,82,17986
77,1963,27,74,17936
78,2016,28,65,17891
79,2072,22,61,17845
80,2132,29,58,17781
81,2177,26,63,17734
82,2217,28,55,17700
83,2269,20,54,17657
84,2327,17,53,17603
85,2391,14,53,17542
86,2456,12,46,17486
87,2506,13,41,17440
88,2561,12,43,17384
89,2627,16,39,17318
90,2679,17,37,17267
91,2730,14,37,17219
92,2779,15,37,17169
93,2838,13,36,17113
94,2886,16,31,17067
95,2931,17,33,17019
