Day,S,E,I,R
0,19969,11,18,2
1,19954,21,23,2
2,19930,39,28,3
3,19911,47,36,6
4,19877,68,44,11
5,19849,76,57,18
6,19807,100,63,30
7,19750,124,92,34
8,19668,167,112,53
9,19582,206,148,64
10,19456,275,176,93
11,19273,378,232,117
12,19047,502,306,145
13,18791,623,399,187
14,18462,754,549,235
15,18028,986,693,293
16,17494,1261,868,377
17,16861,1534,1110,495
18,16084,1929,1339,648
19,15143,2362,1658,837
20,14120,2707,2101,1072
21,12920,3161,2567,1352
22,11478,3671,3186,1665
23,10080,4097,3710,2113
24,8551,4408,4400,2641
25,7106,4577,5074,3243
26,5732,4615,5706,3947
27,4552,4500,6287,4661
28,3556,4179,6807,5458
29,2725,3855,7039,6381
30,2107,3397,7151,7345
31,1610,2959,7102,8329
32,1251,2485,7042,9222
33,950,2096,6829,10125
34,775,1724,6500,11001
35,623,1373,6120,11884
36,510,1142,5703,12645
37,460,859,5308,13373
38,431,657,4899,14013
39,405,533,4454,14608
40,398,438,4032,15132
41,385,351,3631,15633
42,379,293,3217,16111
43,401,240,2907,16452
44,423,212,2610,16755
45,444,202,2281,17073
46,468,184,2022,17326
47,481,170,1803,17546
48,513,151,1609,17727
49,560,131,1454,17855
50,579,125,1277,18019
51,612,118,1137,18133
52,653,110,1010,18227
53,697,98,905,18300
54,741,96,811,18352
55,793,98,697,18412
56,823,96,626,18455
57,878,73,581,18468
58,925,62,519,18494
59,971,59,468,18502
60,1035,53,408,18504
61,1095,49,364,18492
62,1153,47,328,18472
63,1223,39,295,18443
64,1273,39,265,18423
65,1347,43,230,18380
66,1394,50,206,18350
67,1444,52,186,18318
68,1495,44,172,18289
69,1546,38,170,18246
70,1598,32,159,18211
71,1646,41,137,18176
72,1698,36,132,18134
73,1742,40,129,18089
74,1803,34,127,18036
75,1857,40,106,17997
76,1906,33,108,17953
77,1984,24,100,17892
78,2037,21,89,17853
79,2090,23,81,17806
80,2142,27,74,17757
81,2195,27,76,17702
82,2248,28,68,17656
83,2287,31,64,17618
