Day,S,E,I,R
0,19959,21,15,5
1,19948,26,17,9
2,19940,25,22,13
3,19924,34,27,15
4,19900,51,32,17
5,19884,53,41,22
6,19859,65,45,31
7,19817,93,51,39
8,19777,105,73,45
9,19708,142,91,59
10,19618,192,120,70
11,19511,249,158,82
12,19345,337,219,99
13,19159,427,276,138
14,18912,531,379,178
15,18591,695,488,226
16,18186,895,632,287
17,17686,1129,800,385
18,17075,1426,1006,493
19,16316,1775,1260,649
20,15375,2231,1577,817
21,14327,2642,1993,1038
22,13091,3127,2480,1302
23,11756,3597,3022,1625
24,10320,4013,3638,2029
25,8821,4348,4326,2505
26,7356,4597,4976,3071
27,6002,4727,5540,3731
28,4789,4649,6099,4463
29,3758,4376,6578,5288
30,2915,3986,6956,6143
31,2215,3547,7212,7026
32,1719,3102,7205,7974
33,1341,2616,7175,8868
34,1073,2186,6930,9811
35,852,1785,6674,10689
36,715,1452,6249,11584
37,603,1180,5796,12421
38,507,955,5384,13154
39,461,778,4923,13838
40,432,635,4482,14451
41,417,501,4116,14966
42,417,420,3699,15464
43,413,354,3306,15927
44,423,294,2952,16331
45,421,262,2633,16684
46,435,226,2366,16973
47,458,184,2096,17262
48,509,151,1873,17467
49,553,144,1645,17658
50,589,130,1448,17833
51,635,125,1281,17959
52,664,118,1121,18097
53,714,104,1010,18172
54,762,91,904,18243
55,819,80,819,18282
56,858,91,725,18326
57,909,92,667,18332
58,955,95,583,18367
59,992,91,535,18382
60,1035,80,488,18397
61,1087,76,431,18406
62,1143,61,400,18396
63,1197,54,366,18383
64,1257,57,329,18357
65,1319,39,295,18347
66,1353,39,258,18350
67,1393,37,234,18336
68,1443,34,213,18310
69,1491,33,186,18290
70,1546,36,166,18252
71,1609,39,158,18194
72,1659,33,154,18154
73,1713,29,147,18111
74,1761,35,130,18074
75,1808,36,120,18036
76,1851,37,110,18002
77,1900,32,109,17959
78,1965,29,98,17908
79,2026,29,88,17857
80,2080,31,82,17807
81,2122,33,74,17771
82,2173,30,65,17732
83,2230,26,64,17680
84,2276,28,53,17643
85,2346,24,49,17581
86,2411,16,53,17520
87,2471,13,48,17468
88,2525,16,42,17417
89,2576,13,40,17371
90,2630,10,37,17323
91,2673,12,37,17278
92,2719,8,35,17238
93,2772,10,35,17183
94,2822,11,31,17136
95,2893,11,31,17065
96,2944,10,28,17018
97,2989,10,25,16976
98,3042,8,28,16922
99,3090,9,25,16876
100,3131,16,22,16831
101,3196,13,27,16764
102,3252,14,25,16709
103,3295,13,27,16665
104,3352,9,32,16607
105,3403,10,28,16559
106,3432,13,28,16527
107,3472,9,32,16487
108,3503,12,29,16456
109,3555,8,31,16406
110,3605,10,29,16356
111,3659,12,24,16305
112,3705,13,20,16262
113,3747,12,20,16221
114,3795,11,20,16174
115,3841,12,18,16129
116,3885,10,18,16087
117,3931,10,15,16044
118,3993,9,15,15983
119,4056,9,14,15921
120,4107,7,13,15873
121,4147,4,15,15834
122,4187,3,14,15796
123,4240,5,13,15742
124,4281,4,14,15701
125,4322,4,13,15661
126,4370,6,10,15614
127,4411,7,9,15573
128,4448,7,9,15536
129,4493,8,8,15491
130,4545,5,9,15441
131,4588,6,7,15399
132,4619,5,8,15368
133,4660,5,5,15330
134,4703,4,6,15287
135,4731,5,5,15259
136,4776,6,6,15212
137,4821,5,7,15167
138,4871,3,11,15115
139,4915,2,11,15072
140,4965,3,8,15024
141,5005,3,9,14983
142,5057,2,11,14930
143,5097,5,11,14887
144,5138,4,12,14846
145,5173,5,11,14811
146,5220,2,13,14765
147,5249,5,13,14733
148,5285,10,11,14694
149,5322,5,16,14657
150,5364,7,17,14612
151,5404,11,14,14571
152,5449,12,13,14526
153,5499,13,12,14476
154,5532,8,18,14442
155,5559,12,15,14414
156,5609,12,15,14364
157,5657,9,17,14317
158,5698,11,18,14273
159,5735,7,21,14237
160,5769,11,19,14201
161,5804,10,25,14161
162,5838,14,23,14125
163,5874,15,24,14087
164,5919,13,28,14040
165,5956,17,31,13996
166,5988,17,31,13964
167,6029,16,34,13921
168,6058,19,36,13887
169,6092,22,37,13849
170,6125,25,40,13810
171,6152,29,37,13782
172,6188,27,39,13746
173,6215,32,44,13709
174,6235,42,41,13682
175,6265,34,51,13650
176,6288,40,52,13620
