Day,S,E,I,R
0,19969,11,17,3
1,19953,27,15,5
2,19938,34,20,8
3,19917,43,30,10
4,19887,60,40,13
5,19851,82,50,17
6,19803,101,74,22
7,19750,127,93,30
8,19680,162,111,47
9,19574,230,127,69
10,19464,293,158,85
11,19317,351,227,105
12,19110,457,295,138
13,18839,599,388,174
14,18493,763,525,219
15,18054,993,670,283
16,17554,1236,834,376
17,16897,1543,1079,481
18,16111,1899,1379,611
19,15131,2387,1681,801
20,14040,2824,2112,1024
21,12833,3233,2607,1327
22,11413,3707,3203,1677
23,9994,4071,3845,2090
24,8466,4453,4490,2591
25,7032,4638,5145,3185
26,5633,4728,5771,3868
27,4422,4621,6355,4602
28,3408,4287,6874,5431
29,2635,3843,7159,6363
30,1973,3432,7301,7294
31,1504,2985,7263,8248
32,1153,2525,7113,9209
33,902,2088,6890,10120
34,717,1678,6565,11040
35,590,1383,6115,11912
36,498,1117,5658,12727
37,419,912,5195,13474
38,385,752,4734,14129
39,355,606,4278,14761
40,343,491,3918,15248
41,346,395,3513,15746
42,359,318,3136,16187
43,379,256,2812,16553
44,394,208,2528,16870
45,426,179,2245,17150
46,445,163,1997,17395
47,469,147,1797,17587
48,512,126,1619,17743
49,544,100,1416,17940
50,584,94,1257,18065
51,628,74,1106,18192
52,678,69,963,18290
53,729,65,846,18360
54,782,66,752,18400
55,828,80,673,18419
56,893,65,621,18421
57,947,62,548,18443
58,1000,62,494,18444
59,1045,61,436,18458
60,1090,51,394,18465
61,1122,54,348,18476
62,1191,55,301,18453
63,1231,54,269,18446
64,1283,43,253,18421
65,1329,48,217,18406
66,1382,49,193,18376
67,1449,40,181,18330
68,1511,37,164,18288
69,1561,39,154,18246
70,1604,42,143,18211
71,1668,44,131,18157
72,1723,40,129,18108
73,1766,38,121,18075
74,1812,38,115,18035
75,1870,32,110,17988
76,1927,33,103,17937
77,1986,30,89,17895
78,2041,32,82,17845
79,2103,27,72,17798
80,2161,25,60,17754
81,2199,24,53,17724
82,2246,17,56,17681
83,2301,17,57,17625
84,2353,21,58,17568
85,2403,15,55,17527
86,2450,18,48,17484
87,2513,17,41,17429
88,2554,23,35,17388
89,2608,18,37,17337
90,2665,18,37,17280
91,2724,16,33,17227
92,2787,13,31,17169
93,2829,17,24,17130
94,2874,15,21,17090
95,2924,14,21,17041
96,2976,14,23,16987
97,3029,13,24,16934
98,3076,12,28,16884
99,3121,14,24,16841
100,3175,13,23,16789
101,3217,14,21,16748
102,3279,14,18,16689
103,3324,12,19,16645
104,3375,9,19,16597
105,3424,11,20,16545
106,3470,15,19,16496
107,3515,12,24,16449
108,3554,17,24,16405
109,3606,15,25,16354
110,3639,13,25,16323
111,3685,13,25,16277
112,3723,14,26,16237
113,3772,12,30,16186
114,3811,18,28,16143
115,3863,15,31,16091
116,3900,17,29,16054
117,3955,16,28,16001
118,3999,15,27,15959
119,4030,14,26,15930
120,4075,17,22,15886
121,4111,13,24,15852
122,4165,13,24,15798
123,4222,11,23,15744
124,4268,12,26,15694
125,4300,12,24,15664
126,4343,11,22,15624
127,4377,15,22,15586
