Day,S,E,I,R
0,19963,17,19,1
1,19947,28,19,6
2,19926,40,26,8
3,19905,45,37,13
4,19881,56,46,17
5,19842,85,51,22
6,19787,116,73,24
7,19714,158,98,30
8,19622,212,124,42
9,19509,265,168,58
10,19355,335,236,74
11,19163,436,294,107
12,18906,569,383,142
13,18607,707,488,198
14,18214,893,629,264
15,17694,1152,806,348
16,17100,1424,1015,461
17,16331,1811,1264,594
18,15396,2203,1642,759
19,14329,2607,2072,992
20,13068,3136,2551,1245
21,11680,3602,3137,1581
22,10238,4003,3751,2008
23,8761,4345,4384,2510
24,7251,4628,5008,3113
25,5932,4616,5613,3839
26,4739,4554,6153,4554
27,3650,4352,6641,5357
28,2821,3993,6967,6219
29,2149,3567,7168,7116
30,1647,3120,7180,8053
31,1270,2635,7112,8983
32,1001,2157,6957,9885
33,789,1810,6631,10770
34,651,1473,6229,11647
35,549,1169,5836,12446
36,479,946,5381,13194
37,443,759,4956,13842
38,417,625,4515,14443
39,404,502,4093,15001
40,402,427,3679,15492
41,414,341,3337,15908
42,436,286,2958,16320
43,444,249,2629,16678
44,455,201,2381,16963
45,464,177,2114,17245
46,501,151,1897,17451
47,531,147,1675,17647
48,583,130,1475,17812
49,620,123,1327,17930
50,657,115,1176,18052
51,693,106,1023,18178
52,726,103,897,18274
53,773,103,792,18332
54,810,88,723,18379
55,842,85,641,18432
56,879,78,584,18459
57,937,74,524,18465
58,993,73,480,18454
59,1044,62,439,18455
60,1096,64,400,18440
61,1154,57,354,18435
62,1207,56,312,18425
63,1249,58,281,18412
64,1292,54,259,18395
65,1344,43,247,18366
66,1400,43,229,18328
67,1457,41,200,18302
68,1505,45,178,18272
69,1561,37,170,18232
70,1614,36,156,18194
71,1656,38,137,18169
72,1711,39,124,18126
73,1777,33,116,18074
74,1846,37,103,18014
75,1914,32,95,17959
76,1983,31,92,17894
77,2021,35,92,17852
78,2084,30,85,17801
79,2134,31,79,17756
80,2207,32,72,17689
81,2268,25,71,17636
82,2324,21,69,17586
83,2370,20,66,17544
84,2427,13,67,17493
85,2488,11,58,17443
86,2532,16,53,17399
87,2600,17,44,17339
88,2650,18,43,17289
89,2694,18,39,17249
90,2748,11,42,17199
91,2806,13,32,17149
92,2856,11,30,17103
93,2910,9,28,17053
94,2948,12,26,17014
95,3001,10,27,16962
96,3047,9,27,16917
97,3100,7,26,16867
98,3163,7,22,16808
99,3223,9,21,16747
100,3269,13,20,16698
101,3309,13,19,16659
102,3368,11,15,16606
103,3410,11,17,16562
104,3451,11,17,16521
105,3504,8,21,16467
106,3548,6,18,16428
107,3598,7,11,16384
108,3636,5,12,16347
109,3688,4,10,16298
110,3734,4,8,16254
111,3777,4,8,16211
112,3841,3,9,16147
113,3887,0,11,16102
114,3928,0,7,16065
115,3969,1,6,16024
116,4012,0,7,15981
117,4055,0,5,15940
118,4090,1,4,15905
119,4138,1,4,15857
120,4186,1,4,15809
121,4225,1,4,15770
122,4272,3,4,15721
123,4312,3,4,15681
124,4368,2,4,15626
125,4414,2,4,15580
126,4460,1,4,15535
127,4504,4,4,15488
128,4542,4,3,15451
129,4589,4,2,15405
130,4638,3,4,15355
131,4676,2,4,15318
132,4725,3,3,15269
133,4768,2,4,15226
134,4808,2,3,15187
135,4852,2,3,15143
136,4899,1,3,15097
137,4946,1,2,15051
138,4978,1,1,15020
139,5014,1,1,14984
140,5050,0,2,14948
141,5092,0,1,14907
142,5123,0,1,14876
143,5168,0,0,14832
144,5202,0,0,14798
145,5238,0,0,14762
146,5276,0,0,14724
147,5320,0,0,14680
148,5354,0,0,14646
149,5392,0,0,14608
150,5439,0,0,14561
151,5471,0,0,14529
152,5504,0,0,14496
153,5540,0,0,14460
154,5587,0,0,14413
155,5624,0,0,14376
156,5663,0,0,14337
157,5706,0,0,14294
158,5748,0,0,14252
159,5798,0,0,14202
160,5833,0,0,14167
161,5879,0,0,14121
162,5905,0,0,14095
163,5944,0,0,14056
164,5973,0,0,14027
165,6007,0,0,13993
166,6057,0,0,13943
167,6104,0,0,13896
168,6155,0,0,13845
169,6190,0,0,13810
170,6223,0,0,13777
171,6263,0,0,13737
172,6305,0,0,13695
173,6334,0,0,13666
174,6368,0,0,13632
175,6415,0,0,13585
176,6453,0,0,13547
177,6501,0,0,13499
178,6522,0,0,13478
179,6566,0,0,13434
180,6599,0,0,13401
181,6639,0,0,13361
182,6673,0,0,13327
183,6713,0,0,13287
184,6743,0,0,13257
185,6777,0,0,13223
186,6817,0,0,13183
187,6855,0,0,13145
188,6902,0,0,13098
189,6932,0,0,13068
190,6961,0,0,13039
191,6995,0,0,13005
192,7036,0,0,12964
193,7073,0,0,12927
194,7100,0,0,12900
195,7147,0,0,12853
196,7183,0,0,12817
197,7218,0,0,12782
198,7253,0,0,12747
199,7290,0,0,12710
200,7328,0,0,12672
201,7357,0,0,12643
202,7400,0,0,12600
203,7430,0,0,12570
204,7462,0,0,12538
205,7500,0,0,12500
206,7537,0,0,12463
207,7577,0,0,12423
208,7606,0,0,12394
209,7638,0,0,12362
210,7669,0,0,12331
211,7711,0,0,12289
212,7744,0,0,12256
213,7776,0,0,12224
214,7809,0,0,12191
215,7843,0,0,12157
216,7873,0,0,12127
217,7910,0,0,12090
218,7944,0,0,12056
219,7969,0,0,12031
220,8011,0,0,11989
221,8058,0,0,11942
222,8092,0,0,11908
223,8133,0,0,11867
224,8166,0,0,11834
225,8207,0,0,11793
226,8250,0,0,11750
227,8281,0,0,11719
228,8311,0,0,11689
229,8339,0,0,11661
230,8375,0,0,11625
231,8403,0,0,11597
232,8444,0,0,11556
233,8469,0,0,11531
234,8498,0,0,11502
235,8533,0,0,11467
236,8567,0,0,11433
237,8599,0,0,11401
238,8632,0,0,11368
239,8654,0,0,11346
240,8688,0,0,11312
241,8709,0,0,11291
242,8737,0,0,11263
243,8768,0,0,11232
244,8799,0,0,11201
245,8825,0,0,11175
246,8858,0,0,11142
247,8879,0,0,11121
248,8914,0,0,11086
249,8953,0,0,11047
250,8998,0,0,11002
251,9026,0,0,10974
252,9056,0,0,10944
253,9084,0,0,10916
254,9107,0,0,10893
255,9135,0,0,10865
256,9167,0,0,10833
257,9197,0,0,10803
258,9224,0,0,10776
259,9256,0,0,10744
260,9281,0,0,10719
261,9312,0,0,10688
262,9345,0,0,10655
263,9376,0,0,10624
264,9406,0,0,10594
265,9440,0,0,10560
266,9461,0,0,10539
267,9495,0,0,10505
268,9520,0,0,10480
269,9539,0,0,10461
270,9561,0,0,10439
271,9583,0,0,10417
272,9613,0,0,10387
273,9650,0,0,10350
274,9681,0,0,10319
275,9709,0,0,10291
276,9733,0,0,10267
277,9763,0,0,10237
278,9795,0,0,10205
279,9822,0,0,10178
280,9859,0,0,10141
281,9883,0,0,10117
282,9917,0,0,10083
283,9941,0,0,10059
284,9972,0,0,10028
285,9990,0,0,10010
286,10023,0,0,9977
287,10049,0,0,9951
288,10072,0,0,9928
289,10090,0,0,9910
290,10118,0,0,9882
291,10149,0,0,9851
292,10175,0,0,9825
293,10206,0,0,9794
294,10234,0,0,9766
295,10258,0,0,9742
296,10278,0,0,9722
297,10308,0,0,9692
298,10331,0,0,9669
299,10365,0,0,9635
300,10393,0,0,9607
301,10416,0,0,9584
302,10441,0,0,9559
303,10472,0,0,9528
304,10488,0,0,9512
305,10518,0,0,9482
306,10540,0,0,9460
307,10565,0,0,9435
308,10591,0,0,9409
309,10617,0,0,9383
310,10648,0,0,9352
311,10665,0,0,9335
312,10686,0,0,9314
313,10711,0,0,9289
314,10733,0,0,9267
315,10760,0,0,9240
316,10780,0,0,9220
317,10805,0,0,9195
318,10836,0,0,9164
319,10859,0,0,9141
320,10883,0,0,9117
321,10913,0,0,9087
322,10939,0,0,9061
323,10970,0,0,9030
324,10986,0,0,9014
325,11007,0,0,8993
326,11029,0,0,8971
327,11058,0,0,8942
328,11084,0,0,8916
329,11115,0,0,8885
330,11144,0,0,8856
331,11172,0,0,8828
332,11200,0,0,8800
333,11228,0,0,8772
334,11250,0,0,8750
335,11272,0,0,8728
336,11289,0,0,8711
337,11311,0,0,8689
338,11336,0,0,8664
339,11364,0,0,8636
340,11384,0,0,8616
341,11407,0,0,8593
342,11425,0,0,8575
343,11453,0,0,8547
344,11470,0,0,8530
345,11482,0,0,8518
346,11497,0,0,8503
347,11527,0,0,8473
348,11545,0,0,8455
349,11568,0,0,8432
350,11590,0,0,8410
351,11607,0,0,8393
352,11627,0,0,8373
353,11653,0,0,8347
354,11669,0,0,8331
