Day,S,E,I,R
0,19964,16,18,2
1,19946,30,20,4
2,19918,52,25,5
3,19898,58,36,8
4,19871,72,45,12
5,19826,97,57,20
6,19772,128,72,28
7,19709,161,92,38
8,19633,190,128,49
9,19526,257,152,65
10,19388,324,210,78
11,19207,414,266,113
12,18991,508,344,157
13,18685,676,437,202
14,18324,857,557,262
15,17887,1058,716,339
16,17350,1319,919,412
17,16637,1683,1164,516
18,15775,2078,1475,672
19,14815,2469,1840,876
20,13659,2958,2286,1097
21,12333,3432,2844,1391
22,10871,3924,3450,1755
23,9277,4352,4197,2174
24,7758,4653,4844,2745
25,6311,4837,5453,3399
26,5013,4758,6099,4130
27,3863,4598,6640,4899
28,3036,4160,7033,5771
29,2324,3745,7201,6730
30,1782,3251,7276,7691
31,1332,2796,7219,8653
32,1041,2333,7061,9565
33,826,1921,6798,10455
34,662,1595,6408,11335
35,563,1295,5975,12167
36,493,1026,5521,12960
37,441,831,5070,13658
38,406,694,4622,14278
39,391,539,4186,14884
40,387,435,3775,15403
41,393,372,3384,15851
42,414,312,3001,16273
43,418,266,2697,16619
44,431,215,2436,16918
45,445,181,2166,17208
46,471,154,1939,17436
47,509,141,1713,17637
48,547,144,1523,17786
49,583,122,1379,17916
50,611,121,1218,18050
51,660,110,1090,18140
52,688,110,978,18224
53,713,103,876,18308
54,768,91,780,18361
55,801,92,691,18416
56,839,89,625,18447
57,892,71,561,18476
58,935,55,510,18500
59,974,62,454,18510
60,1039,58,409,18494
61,1086,62,366,18486
62,1147,65,311,18477
63,1204,47,295,18454
64,1256,51,268,18425
65,1294,40,242,18424
66,1353,39,215,18393
67,1405,38,193,18364
68,1458,36,164,18342
69,1521,33,151,18295
70,1577,33,142,18248
71,1637,26,133,18204
72,1673,33,127,18167
73,1726,29,125,18120
74,1775,30,105,18090
75,1813,30,100,18057
76,1876,25,100,17999
77,1934,22,87,17957
78,1997,27,80,17896
79,2045,29,77,17849
80,2098,23,79,17800
81,2150,22,72,17756
82,2210,19,64,17707
83,2258,18,59,17665
84,2301,19,58,17622
85,2351,21,54,17574
86,2398,23,54,17525
87,2448,23,53,17476
88,2498,24,47,17431
89,2548,14,52,17386
90,2599,14,50,17337
91,2637,12,46,17305
92,2694,10,46,17250
93,2754,11,38,17197
94,2814,13,33,17140
95,2871,12,29,17088
96,2917,10,33,17040
97,2969,7,33,16991
98,3015,10,29,16946
99,3067,11,28,16894
100,3104,9,31,16856
101,3156,11,29,16804
102,3211,11,31,16747
103,3259,13,29,16699
104,3309,12,32,16647
105,3361,9,29,16601
106,3395,10,27,16568
107,3434,13,22,16531
108,3476,12,22,16490
109,3518,12,21,16449
110,3566,12,23,16399
111,3620,9,23,16348
112,3663,9,22,16306
113,3709,5,21,16265
114,3772,8,18,16202
115,3819,11,14,16156
116,3870,8,16,16106
117,3930,6,18,16046
118,3974,11,18,15997
119,4021,8,20,15951
120,4072,4,21,15903
121,4105,5,19,15871
122,4144,8,18,15830
123,4182,9,19,15790
124,4229,9,17,15745
125,4272,13,17,15698
126,4308,13,19,15660
127,4350,16,21,15613
128,4395,14,22,15569
129,4434,14,20,15532
130,4478,12,20,15490
131,4531,12,19,15438
132,4567,10,16,15407
133,4617,8,18,15357
134,4657,8,17,15318
135,4689,11,16,15284
136,4724,10,17,15249
137,4759,9,17,15215
138,4802,10,20,15168
139,4854,7,19,15120
140,4920,7,16,15057
141,4965,8,17,15010
142,4998,6,18,14978
143,5025,4,16,14955
144,5067,7,16,14910
145,5105,6,15,14874
146,5140,6,15,14839
147,5186,6,14,14794
148,5217,7,12,14764
149,5254,10,12,14724
150,5286,12,12,14690
151,5329,12,12,14647
152,5360,12,13,14615
153,5388,13,17,14582
154,5424,15,18,14543
155,5480,16,14,14490
156,5514,16,18,14452
157,5552,8,26,14414
158,5589,15,26,14370
159,5620,19,29,14332
160,5655,22,30,14293
161,5678,20,36,14266
162,5694,26,34,14246
163,5722,23,36,14219
164,5758,22,35,14185
165,5791,20,35,14154
166,5825,28,35,14112
167,5851,33,34,14082
168,5878,32,38,14052
169,5915,26,46,14013
170,5956,26,51,13967
171,5987,33,49,13931
172,6025,29,57,13889
173,6062,35,57,13846
174,6086,37,60,13817
175,6106,41,60,13793
176,6132,48,59,13761
177,6153,49,66,13732
178,6187,47,74,13692
179,6208,51,69,13672
180,6228,51,76,13645
181,6254,50,83,13613
182,6287,53,81,13579
183,6301,53,82,13564
184,6317,57,83,13543
185,6322,71,73,13534
186,6339,80,77,13504
187,6350,86,85,13479
188,6376,89,94,13441
189,6382,94,106,13418
190,6399,102,111,13388
191,6407,104,119,13370
192,6398,116,135,13351
193,6392,131,154,13323
194,6392,141,163,13304
195,6386,142,189,13283
196,6385,138,200,13277
197,6363,153,208,13276
198,6355,161,226,13258
199,6336,175,240,13249
200,6318,184,255,13243
201,6277,197,286,13240
202,6257,203,300,13240
203,6214,232,318,13236
204,6172,235,349,13244
205,6121,275,363,13241
206,6074,293,394,13239
