Day,S,E,I,R
0,19967,13,18,2
1,19950,27,16,7
2,19928,42,21,9
3,19907,51,30,12
4,19884,61,39,16
5,19850,74,55,21
6,19791,111,69,29
7,19742,123,92,43
8,19668,160,112,60
9,19566,210,148,76
10,19435,283,184,98
11,19276,356,246,122
12,19053,477,324,146
13,18815,580,412,193
14,18465,769,519,247
15,18062,978,640,320
16,17564,1223,806,407
17,16913,1516,1071,500
18,16120,1854,1403,623
19,15132,2312,1761,795
20,14014,2744,2198,1044
21,12742,3242,2690,1326
22,11367,3685,3306,1642
23,9809,4171,3944,2076
24,8332,4478,4656,2534
25,6869,4678,5286,3167
26,5487,4730,5914,3869
27,4335,4568,6424,4673
28,3314,4297,6847,5542
29,2544,3863,7184,6409
30,1949,3374,7323,7354
31,1499,2865,7346,8290
32,1155,2406,7178,9261
33,875,2051,6885,10189
34,695,1700,6492,11113
35,564,1410,6111,11915
36,499,1111,5680,12710
37,439,857,5222,13482
38,400,677,4796,14127
39,397,563,4322,14718
40,384,469,3881,15266
41,390,381,3505,15724
42,388,296,3182,16134
43,399,243,2861,16497
44,420,221,2493,16866
45,459,179,2208,17154
46,478,174,1936,17412
47,500,170,1689,17641
48,525,139,1505,17831
49,568,126,1328,17978
50,596,113,1180,18111
51,647,100,1057,18196
52,688,94,944,18274
53,748,77,842,18333
54,788,61,734,18417
55,839,63,651,18447
56,881,69,562,18488
57,944,64,516,18476
58,1000,61,455,18484
59,1044,66,403,18487
60,1096,59,367,18478
61,1149,54,328,18469
62,1193,56,296,18455
63,1248,53,269,18430
64,1305,52,252,18391
65,1356,49,235,18360
66,1399,44,226,18331
67,1458,43,203,18296
68,1526,39,186,18249
69,1583,34,172,18211
70,1631,36,164,18169
71,1679,34,156,18131
72,1736,35,141,18088
73,1796,31,138,18035
74,1840,33,125,18002
75,1885,28,117,17970
76,1936,25,113,17926
77,2006,22,104,17868
78,2062,22,95,17821
79,2123,23,84,17770
80,2172,28,79,17721
81,2223,27,75,17675
82,2278,29,71,17622
83,2324,34,61,17581
84,2405,27,66,17502
85,2465,30,65,17440
86,2513,27,59,17401
87,2560,23,57,17360
88,2615,24,52,17309
89,2662,23,53,17262
90,2702,19,51,17228
91,2752,12,52,17184
92,2806,17,46,17131
93,2861,11,47,17081
94,2914,12,41,17033
95,2959,10,37,16994
96,3006,12,34,16948
97,3057,11,30,16902
98,3100,10,30,16860
99,3147,10,33,16810
100,3185,15,29,16771
101,3222,14,29,16735
102,3272,13,27,16688
103,3327,13,24,16636
104,3379,11,22,16588
105,3426,12,22,16540
106,3451,12,19,16518
107,3490,11,21,16478
108,3541,9,22,16428
109,3595,7,22,16376
110,3649,8,22,16321
111,3693,10,20,16277
112,3728,13,24,16235
113,3778,11,27,16184
114,3816,12,29,16143
115,3852,13,31,16104
116,3906,15,30,16049
117,3940,18,27,16015
118,3976,20,27,15977
119,4015,15,32,15938
120,4062,13,31,15894
121,4106,16,32,15846
122,4163,18,27,15792
123,4206,18,27,15749
124,4253,19,24,15704
125,4290,16,28,15666
126,4333,13,30,15624
127,4378,14,32,15576
128,4420,20,29,15531
129,4451,25,30,15494
130,4499,24,31,15446
131,4535,23,35,15407
132,4579,23,37,15361
133,4624,23,37,15316
134,4663,20,45,15272
135,4698,25,45,15232
136,4730,29,45,15196
137,4774,23,50,15153
138,4815,29,51,15105
139,4836,26,56,15082
140,4871,37,55,15037
141,4890,40,59,15011
142,4927,45,57,14971
143,4955,49,62,14934
144,4997,43,64,14896
145,5024,45,64,14867
146,5052,39,73,14836
147,5077,42,71,14810
148,5120,43,67,14770
149,5141,44,73,14742
150,5163,47,77,14713
151,5183,48,85,14684
152,5212,55,84,14649
153,5237,59,84,14620
154,5262,53,95,14590
155,5281,55,99,14565
156,5313,59,101,14527
157,5328,63,111,14498
158,5352,73,109,14466
159,5366,81,120,14433
160,5373,93,123,14411
161,5402,86,133,14379
162,5412,97,138,14353
163,5435,98,147,14320
164,5444,107,158,14291
165,5457,101,173,14269
166,5485,113,167,14235
167,5501,108,177,14214
168,5511,102,186,14201
169,5522,107,184,14187
170,5521,123,193,14163
171,5508,146,201,14145
172,5504,143,220,14133
173,5491,150,232,14127
174,5490,155,243,14112
175,5476,169,256,14099
176,5466,193,265,14076
177,5438,203,275,14084
178,5414,200,294,14092
179,5392,210,313,14085
180,5370,224,323,14083
181,5339,234,344,14083
182,5301,241,368,14090
183,5266,241,397,14096
184,5226,262,398,14114
185,5183,266,420,14131
186,5132,267,450,14151
187,5100,276,459,14165
188,5037,309,453,14201
189,5012,303,464,14221
190,4986,302,479,14233
191,4936,316,483,14265
192,4884,315,514,14287
193,4831,340,533,14296
194,4786,319,572,14323
195,4721,354,584,14341
196,4658,353,614,14375
197,4607,356,643,14394
198,4530,370,651,14449
199,4451,396,656,14497
200,4361,413,698,14528
201,4294,410,717,14579
202,4238,406,740,14616
203,4180,419,738,14663
204,4111,416,760,14713
205,4037,424,779,14760
206,3963,442,777,14818
207,3909,437,801,14853
208,3851,422,806,14921
209,3799,405,803,14993
210,3746,400,807,15047
211,3677,394,843,15086
212,3627,401,838,15134
213,3562,410,825,15203
214,3535,396,833,15236
215,3479,397,812,15312
216,3413,393,791,15403
217,3378,373,801,15448
218,3364,365,808,15463
219,3338,349,802,15511
220,3294,350,794,15562
221,3289,360,771,15580
222,3258,364,760,15618
223,3225,369,771,15635
224,3196,358,745,15701
225,3167,362,720,15751
226,3134,360,742,15764
227,3117,345,743,15795
228,3107,335,743,15815
229,3086,325,740,15849
230,3101,315,727,15857
231,3086,314,715,15885
232,3069,303,715,15913
233,3075,306,692,15927
234,3070,294,682,15954
235,3074,303,659,15964
236,3064,297,661,15978
237,3073,290,650,15987
238,3063,283,649,16005
239,3062,289,629,16020
240,3079,257,647,16017
241,3070,268,639,16023
242,3083,226,645,16046
243,3086,223,643,16048
244,3088,232,621,16059
245,3112,232,579,16077
246,3122,233,562,16083
247,3140,236,525,16099
248,3159,225,529,16087
249,3173,226,510,16091
250,3221,226,507,16046
251,3253,222,505,16020
252,3283,221,502,15994
253,3307,224,491,15978
254,3316,215,498,15971
255,3327,216,495,15962
256,3349,228,489,15934
257,3384,224,507,15885
258,3416,230,489,15865
259,3438,225,484,15853
260,3468,230,482,15820
261,3496,218,488,15798
262,3517,224,474,15785
263,3542,228,465,15765
264,3575,230,470,15725
265,3605,211,484,15700
266,3636,199,481,15684
267,3667,209,467,15657
268,3690,200,461,15649
269,3704,196,449,15651
270,3707,210,458,15625
271,3742,201,435,15622
272,3776,210,432,15582
273,3805,196,432,15567
274,3831,211,430,15528
275,3850,222,435,15493
276,3876,228,430,15466
277,3886,223,454,15437
278,3914,212,454,15420
279,3914,226,444,15416
280,3934,226,450,15390
281,3947,231,446,15376
282,3956,235,458,15351
283,3970,251,446,15333
284,3972,257,450,15321
285,4005,244,460,15291
286,4026,250,458,15266
287,4045,256,449,15250
288,4054,259,442,15245
289,4082,252,443,15223
290,4130,238,439,15193
291,4156,240,457,15147
292,4186,247,473,15094
293,4204,258,474,15064
294,4225,258,461,15056
295,4246,267,455,15032
296,4258,284,457,15001
297,4253,284,466,14997
298,4257,288,481,14974
299,4277,284,494,14945
300,4303,279,507,14911
301,4319,286,519,14876
302,4323,290,523,14864
303,4304,297,535,14864
304,4282,310,540,14868
305,4306,303,549,14842
306,4320,288,570,14822
307,4330,297,565,14808
308,4316,314,573,14797
309,4313,327,570,14790
310,4282,332,568,14818
311,4297,319,572,14812
312,4305,300,584,14811
313,4293,301,615,14791
314,4270,321,605,14804
315,4247,322,628,14803
316,4215,345,642,14798
317,4208,350,652,14790
318,4171,369,658,14802
319,4150,374,669,14807
320,4134,354,686,14826
321,4111,372,688,14829
322,4101,382,684,14833
323,4072,383,700,14845
324,4047,377,719,14857
325,4014,388,748,14850
326,3984,402,766,14848
327,3950,397,800,14853
328,3928,411,802,14859
329,3909,399,806,14886
330,3884,401,823,14892
331,3812,433,831,14924
332,3757,459,829,14955
333,3710,454,841,14995
334,3691,432,863,15014
335,3645,429,858,15068
336,3625,428,863,15084
337,3595,445,837,15123
338,3560,450,831,15159
339,3532,440,834,15194
340,3501,446,831,15222
341,3494,413,865,15228
342,3492,411,850,15247
343,3479,396,844,15281
344,3456,392,856,15296
345,3446,383,867,15304
346,3409,380,857,15354
347,3401,385,827,15387
348,3398,376,813,15413
349,3399,375,807,15419
350,3397,362,790,15451
351,3412,351,759,15478
352,3404,366,745,15485
353,3413,366,734,15487
354,3413,367,731,15489
355,3431,321,756,15492
356,3427,330,733,15510
357,3420,336,724,15520
358,3422,336,727,15515
359,3457,324,716,15503
360,3440,357,695,15508
361,3444,358,691,15507
362,3429,372,683,15516
363,3439,345,689,15527
364,3467,325,690,15518
365,3491,332,672,15505
366,3506,297,667,15530
367,3523,303,650,15524
368,3551,279,656,15514
369,3567,288,658,15487
370,3568,292,656,15484
371,3586,285,657,15472
372,3603,286,644,15467
373,3635,284,632,15449
374,3638,273,631,15458
375,3651,275,634,15440
376,3661,280,634,15425
377,3645,285,639,15431
378,3658,277,641,15424
379,3682,269,633,15416
380,3700,278,610,15412
381,3721,290,581,15408
382,3735,291,578,15396
383,3764,267,614,15355
384,3779,280,613,15328
385,3778,291,596,15335
386,3791,290,589,15330
387,3796,293,565,15346
388,3815,276,575,15334
389,3833,284,595,15288
390,3832,289,589,15290
391,3810,310,582,15298
392,3798,312,605,15285
393,3809,304,599,15288
394,3810,315,598,15277
395,3808,328,599,15265
396,3837,281,626,15256
397,3845,283,621,15251
398,3853,309,608,15230
399,3859,317,610,15214
400,3866,303,618,15213
401,3875,303,621,15201
402,3867,319,626,15188
403,3846,323,648,15183
404,3828,343,648,15181
405,3823,349,652,15176
406,3833,332,668,15167
407,3810,331,662,15197
408,3822,326,674,15178
409,3814,319,687,15180
410,3798,336,701,15165
411,3789,347,683,15181
412,3800,323,682,15195
413,3800,336,669,15195
414,3771,344,673,15212
415,3756,343,676,15225
416,3762,327,696,15215
