Day,S,E,I,R
0,19969,11,18,2
1,19956,21,17,6
2,19943,29,22,6
3,19921,41,29,9
4,19898,53,35,14
5,19862,75,49,14
6,19813,105,62,20
7,19753,143,76,28
8,19685,162,108,45
9,19609,193,141,57
10,19463,284,182,71
11,19322,350,230,98
12,19133,453,287,127
13,18875,598,366,161
14,18578,735,474,213
15,18179,918,633,270
16,17683,1144,820,353
17,17043,1465,1040,452
18,16309,1776,1310,605
19,15396,2181,1642,781
20,14298,2675,2029,998
21,13091,3176,2473,1260
22,11729,3643,3031,1597
23,10311,4030,3661,1998
24,8831,4390,4291,2488
25,7361,4638,4934,3067
26,6018,4700,5549,3733
27,4810,4640,6110,4440
28,3772,4334,6695,5199
29,2861,3989,7040,6110
30,2185,3515,7324,6976
31,1655,3075,7314,7956
32,1237,2639,7213,8911
33,974,2156,7104,9766
34,763,1791,6766,10680
35,646,1417,6389,11548
36,525,1164,5955,12356
37,464,929,5517,13090
38,423,766,5035,13776
39,392,626,4603,14379
40,365,484,4193,14958
41,366,401,3753,15480
42,378,338,3365,15919
43,385,295,3022,16298
44,405,233,2738,16624
45,431,201,2433,16935
46,447,191,2135,17227
47,491,156,1894,17459
48,534,147,1693,17626
49,577,130,1499,17794
50,620,106,1338,17936
51,656,105,1203,18036
52,704,112,1067,18117
53,743,93,975,18189
54,780,83,857,18280
55,815,78,756,18351
56,855,72,668,18405
57,896,74,598,18432
58,935,79,513,18473
59,978,75,460,18487
60,1026,72,411,18491
61,1073,72,373,18482
62,1102,71,341,18486
63,1166,64,318,18452
64,1219,60,287,18434
65,1283,50,269,18398
66,1326,52,243,18379
67,1373,51,224,18352
68,1431,46,215,18308
69,1475,47,197,18281
70,1518,49,186,18247
71,1559,47,183,18211
72,1623,38,167,18172
73,1679,45,145,18131
74,1744,38,139,18079
75,1795,39,124,18042
76,1839,36,117,18008
77,1902,27,114,17957
78,1953,25,101,17921
79,2015,29,86,17870
80,2061,25,82,17832
81,2118,23,79,17780
82,2175,22,68,17735
83,2218,20,62,17700
84,2289,21,60,17630
85,2346,23,60,17571
86,2402,27,50,17521
87,2461,23,52,17464
88,2518,21,52,17409
89,2578,19,50,17353
90,2630,20,49,17301
91,2672,21,50,17257
92,2718,15,55,17212
93,2761,22,51,17166
94,2815,21,48,17116
95,2867,21,43,17069
96,2912,20,43,17025
97,2960,17,38,16985
98,3009,14,39,16938
99,3046,15,37,16902
100,3093,11,40,16856
