Day,S,E,I,R
0,19966,14,19,1
1,19954,23,18,5
2,19945,28,20,7
3,19921,44,27,8
4,19904,48,33,15
5,19875,66,41,18
6,19833,82,59,26
7,19779,116,72,33
8,19724,140,93,43
9,19637,189,120,54
10,19534,237,157,72
11,19387,314,203,96
12,19226,383,268,123
13,19028,477,343,152
14,18742,634,418,206
15,18410,787,541,262
16,17916,1058,685,341
17,17383,1314,865,438
18,16711,1614,1129,546
19,15893,1974,1445,688
20,14905,2418,1791,886
21,13805,2854,2219,1122
22,12570,3298,2716,1416
23,11188,3777,3262,1773
24,9579,4304,3964,2153
25,8121,4562,4658,2659
26,6740,4659,5303,3298
27,5413,4697,5868,4022
28,4232,4548,6459,4761
29,3299,4181,6913,5607
30,2503,3802,7141,6554
31,1924,3324,7257,7495
32,1439,2866,7225,8470
33,1138,2347,7107,9408
34,890,1975,6818,10317
35,711,1582,6515,11192
36,570,1295,6121,12014
37,504,1029,5670,12797
38,475,824,5206,13495
39,430,703,4741,14126
40,404,562,4330,14704
41,402,452,3866,15280
42,408,383,3424,15785
43,410,315,3081,16194
44,418,268,2751,16563
45,433,230,2509,16828
46,458,195,2265,17082
47,480,171,1977,17372
48,491,155,1763,17591
49,520,146,1575,17759
50,562,131,1401,17906
51,612,115,1244,18029
52,645,106,1113,18136
53,698,81,976,18245
54,734,71,876,18319
55,768,82,762,18388
56,820,81,658,18441
57,866,83,563,18488
58,907,70,508,18515
59,972,59,460,18509
60,1026,62,413,18499
61,1072,59,367,18502
62,1128,52,325,18495
63,1185,46,285,18484
64,1228,53,256,18463
65,1279,42,238,18441
66,1315,48,213,18424
67,1375,48,198,18379
68,1436,46,178,18340
69,1477,36,171,18316
70,1533,32,157,18278
71,1590,34,136,18240
72,1644,39,117,18200
73,1712,32,115,18141
74,1756,28,113,18103
75,1806,25,103,18066
76,1865,30,96,18009
77,1923,25,94,17958
78,1981,24,86,17909
79,2026,19,90,17865
80,2084,13,82,17821
81,2137,13,68,17782
82,2190,14,61,17735
