Day,S,E,I,R
0,19972,8,19,1
1,19962,16,17,5
2,19949,24,21,6
3,19932,37,23,8
4,19905,54,30,11
5,19879,60,49,12
6,19827,92,61,20
7,19777,121,71,31
8,19724,148,88,40
9,19656,174,116,54
10,19559,229,144,68
11,19452,268,183,97
12,19303,341,238,118
13,19117,433,300,150
14,18875,538,395,192
15,18586,674,489,251
16,18189,875,631,305
17,17674,1158,776,392
18,17126,1385,1001,488
19,16364,1745,1259,632
20,15476,2108,1608,808
21,14455,2559,1969,1017
22,13348,2949,2395,1308
23,12016,3369,2994,1621
24,10555,3886,3518,2041
25,9116,4251,4131,2502
26,7678,4498,4766,3058
27,6310,4673,5317,3700
28,5140,4516,5902,4442
29,4099,4327,6330,5244
30,3199,4084,6660,6057
31,2543,3639,6871,6947
32,1972,3195,6996,7837
33,1503,2736,7027,8734
34,1172,2373,6767,9688
35,928,1960,6535,10577
36,754,1603,6154,11489
37,633,1297,5780,12290
38,541,1045,5398,13016
39,479,838,5020,13663
40,432,680,4579,14309
41,419,546,4109,14926
42,425,428,3731,15416
43,428,354,3331,15887
44,438,296,3025,16241
45,445,268,2708,16579
46,443,226,2426,16905
47,482,194,2134,17190
48,505,154,1945,17396
49,531,146,1705,17618
50,569,150,1496,17785
51,590,129,1345,17936
52,612,128,1203,18057
53,645,124,1075,18156
54,687,109,980,18224
55,710,99,859,18332
56,757,91,762,18390
57,796,88,670,18446
58,843,80,599,18478
59,892,81,530,18497
60,947,66,486,18501
61,1005,50,446,18499
62,1068,46,391,18495
63,1127,52,340,18481
64,1184,48,315,18453
65,1222,42,279,18457
66,1269,49,256,18426
67,1326,39,232,18403
68,1387,44,203,18366
69,1456,36,182,18326
70,1518,32,158,18292
71,1570,37,148,18245
72,1645,23,133,18199
73,1690,29,119,18162
74,1750,26,116,18108
75,1795,29,106,18070
76,1855,25,104,18016
77,1905,19,104,17972
78,1953,22,96,17929
79,2002,19,87,17892
80,2054,25,78,17843
81,2115,21,77,17787
82,2160,24,74,17742
83,2226,22,74,17678
84,2287,21,67,17625
85,2336,20,65,17579
86,2376,16,67,17541
87,2419,20,65,17496
88,2472,16,61,17451
89,2532,13,60,17395
90,2582,14,55,17349
91,2620,20,52,17308
92,2672,20,49,17259
93,2713,20,45,17222
94,2759,21,43,17177
95,2813,17,48,17122
96,2847,11,51,17091
97,2899,15,40,17046
98,2945,15,41,16999
99,2986,18,37,16959
100,3046,16,39,16899
101,3089,14,41,16856
102,3114,17,39,16830
103,3159,18,39,16784
104,3205,20,34,16741
105,3250,17,39,16694
106,3297,15,41,16647
107,3346,13,44,16597
108,3380,13,43,16564
109,3425,14,40,16521
110,3480,9,38,16473
111,3529,13,31,16427
112,3580,11,34,16375
113,3617,9,32,16342
114,3671,14,28,16287
115,3719,12,27,16242
116,3769,14,28,16189
117,3803,21,28,16148
118,3839,20,29,16112
119,3872,23,28,16077
120,3919,22,30,16029
121,3960,14,40,15986
122,3994,19,39,15948
123,4019,21,38,15922
124,4070,20,37,15873
125,4106,21,39,15834
126,4145,18,38,15799
127,4183,16,38,15763
128,4237,15,35,15713
129,4277,19,32,15672
130,4324,14,37,15625
131,4362,16,34,15588
132,4405,18,30,15547
133,4446,15,30,15509
134,4501,15,33,15451
135,4546,19,27,15408
136,4589,18,29,15364
137,4636,17,29,15318
138,4683,15,32,15270
139,4728,16,30,15226
140,4759,17,31,15193
141,4797,15,34,15154
142,4829,19,30,15122
143,4869,15,30,15086
144,4900,18,29,15053
145,4935,21,32,15012
146,4978,23,32,14967
147,5013,22,35,14930
148,5043,22,39,14896
149,5079,23,42,14856
150,5102,28,42,14828
151,5137,27,42,14794
152,5172,21,50,14757
153,5205,27,51,14717
154,5227,24,54,14695
155,5262,22,53,14663
156,5287,28,55,14630
157,5319,33,51,14597
158,5350,33,55,14562
159,5381,34,53,14532
160,5420,37,60,14483
161,5440,48,60,14452
162,5464,48,67,14421
163,5497,44,72,14387
164,5528,35,85,14352
165,5557,38,85,14320
166,5585,42,80,14293
167,5605,45,77,14273
168,5630,46,82,14242
169,5651,59,76,14214
170,5679,59,82,14180
171,5698,60,88,14154
172,5724,62,93,14121
173,5736,71,95,14098
174,5738,82,105,14075
175,5757,76,116,14051
176,5777,84,118,14021
177,5804,85,121,13990
178,5813,92,133,13962
179,5826,105,129,13940
180,5843,109,129,13919
181,5857,92,151,13900
182,5865,102,169,13864
183,5858,111,176,13855
184,5860,118,171,13851
185,5859,118,173,13850
186,5852,135,178,13835
187,5849,148,198,13805
188,5843,160,206,13791
189,5835,151,235,13779
190,5834,142,255,13769
191,5818,164,263,13755
192,5806,182,281,13731
193,5778,193,308,13721
194,5753,209,307,13731
195,5729,213,337,13721
196,5701,231,334,13734
197,5680,234,342,13744
198,5658,250,348,13744
199,5621,261,352,13766
200,5583,279,370,13768
201,5535,280,418,13767
202,5468,322,416,13794
203,5432,312,463,13793
204,5376,318,476,13830
205,5308,332,513,13847
206,5255,339,529,13877
207,5197,354,544,13905
208,5137,363,571,13929
209,5058,372,622,13948
210,5004,384,635,13977
211,4914,405,665,14016
212,4809,428,690,14073
213,4739,417,755,14089
214,4636,443,776,14145
215,4558,458,795,14189
216,4486,457,834,14223
217,4389,469,869,14273
218,4286,470,920,14324
219,4160,500,936,14404
220,4091,474,979,14456
221,3982,495,981,14542
222,3894,497,978,14631
223,3786,503,973,14738
224,3702,508,968,14822
225,3614,499,1000,14887
226,3532,508,995,14965
227,3465,483,1007,15045
228,3405,496,986,15113
229,3350,458,1011,15181
230,3277,456,993,15274
231,3228,448,967,15357
232,3181,446,957,15416
233,3125,445,953,15477
234,3093,442,948,15517
235,3067,414,945,15574
236,3036,405,923,15636
237,2972,398,946,15684
238,2928,418,902,15752
239,2900,380,915,15805
240,2852,387,891,15870
241,2832,367,888,15913
242,2816,352,886,15946
243,2817,341,841,16001
244,2816,335,821,16028
245,2800,324,796,16080
246,2789,318,769,16124
247,2799,314,728,16159
248,2791,302,720,16187
249,2778,313,690,16219
250,2780,294,693,16233
251,2789,289,688,16234
252,2787,290,680,16243
253,2819,271,675,16235
254,2839,266,659,16236
255,2848,267,637,16248
256,2879,248,619,16254
257,2902,250,595,16253
258,2928,236,592,16244
259,2944,236,577,16243
260,2950,234,585,16231
261,2964,226,584,16226
262,2980,226,565,16229
263,2993,219,546,16242
264,3012,216,543,16229
265,3023,214,531,16232
266,3044,221,534,16201
267,3073,215,510,16202
268,3090,231,501,16178
269,3129,216,512,16143
270,3161,205,495,16139
271,3171,204,511,16114
272,3222,206,465,16107
273,3262,191,455,16092
274,3302,177,458,16063
275,3318,197,417,16068
276,3375,185,418,16022
277,3412,189,417,15982
278,3449,174,418,15959
279,3472,180,425,15923
280,3489,191,418,15902
281,3504,195,417,15884
282,3550,185,407,15858
283,3578,191,399,15832
284,3620,186,401,15793
285,3635,182,405,15778
286,3644,205,381,15770
287,3684,213,385,15718
288,3712,223,379,15686
289,3742,220,385,15653
290,3754,215,399,15632
291,3766,218,394,15622
292,3784,233,379,15604
293,3823,222,386,15569
294,3854,221,388,15537
295,3880,221,398,15501
296,3903,219,400,15478
297,3935,204,409,15452
298,3953,230,401,15416
299,3957,233,412,15398
300,3969,222,410,15399
301,4008,204,420,15368
302,4037,222,407,15334
303,4055,222,415,15308
304,4076,218,422,15284
305,4123,211,424,15242
306,4144,207,428,15221
307,4171,219,417,15193
308,4171,225,434,15170
309,4177,241,430,15152
310,4201,254,427,15118
311,4238,252,424,15086
312,4251,243,432,15074
313,4275,247,433,15045
314,4308,235,463,14994
315,4335,255,464,14946
316,4360,254,491,14895
317,4365,271,502,14862
318,4363,279,514,14844
319,4373,277,515,14835
320,4371,286,519,14824
321,4360,297,529,14814
322,4343,316,526,14815
323,4336,317,557,14790
324,4325,299,564,14812
325,4321,314,572,14793
326,4325,295,585,14795
327,4304,324,577,14795
328,4291,311,593,14805
329,4280,311,612,14797
330,4276,327,618,14779
331,4272,305,649,14774
332,4270,309,635,14786
333,4251,325,616,14808
334,4248,330,609,14813
335,4223,357,593,14827
336,4211,355,597,14837
337,4216,344,614,14826
338,4217,339,620,14824
339,4205,330,651,14814
340,4211,340,653,14796
341,4191,347,662,14800
342,4156,351,670,14823
343,4136,356,675,14833
344,4120,355,673,14852
345,4125,342,674,14859
346,4092,340,702,14866
347,4069,349,706,14876
348,4035,373,711,14881
349,3999,402,701,14898
350,3976,399,707,14918
351,3985,386,713,14916
352,3953,406,700,14941
353,3947,394,704,14955
354,3920,396,717,14967
355,3890,409,722,14979
356,3867,388,761,14984
357,3870,378,748,15004
358,3864,369,747,15020
359,3828,385,759,15028
360,3797,404,763,15036
361,3778,406,751,15065
362,3764,402,754,15080
363,3727,409,757,15107
364,3701,403,760,15136
365,3674,398,758,15170
366,3659,398,790,15153
367,3649,386,800,15165
368,3637,370,816,15177
369,3611,378,813,15198
370,3573,403,807,15217
371,3534,401,820,15245
372,3529,414,802,15255
373,3500,428,792,15280
374,3502,395,825,15278
375,3489,432,804,15275
376,3463,433,815,15289
377,3436,425,833,15306
378,3404,449,812,15335
379,3380,420,851,15349
380,3365,407,886,15342
381,3341,405,873,15381
382,3320,409,871,15400
383,3278,419,858,15445
384,3269,394,862,15475
385,3263,408,841,15488
386,3263,372,834,15531
387,3267,388,798,15547
388,3298,377,808,15517
389,3287,375,797,15541
390,3267,360,818,15555
391,3265,342,815,15578
392,3255,337,807,15601
393,3254,317,796,15633
394,3303,301,786,15610
395,3291,321,758,15630
