Day,S,E,I,R
0,19967,13,17,3
1,19951,23,20,6
2,19924,44,24,8
3,19911,50,30,9
4,19889,57,40,14
5,19856,77,48,19
6,19821,94,60,25
7,19772,113,84,31
8,19703,147,109,41
9,19602,201,141,56
10,19492,266,172,70
11,19360,327,219,94
12,19175,424,276,125
13,18954,540,338,168
14,18666,700,428,206
15,18286,868,591,255
16,17812,1090,751,347
17,17275,1298,988,439
18,16515,1704,1225,556
19,15665,2092,1510,733
20,14661,2510,1899,930
21,13507,2956,2341,1196
22,12165,3461,2874,1500
23,10690,3908,3519,1883
24,9194,4328,4107,2371
25,7726,4581,4766,2927
26,6334,4711,5391,3564
27,5089,4659,5974,4278
28,4000,4461,6504,5035
29,3088,4150,6870,5892
30,2402,3719,7086,6793
31,1832,3281,7158,7729
32,1399,2862,7037,8702
33,1101,2342,6959,9598
34,851,1957,6673,10519
35,681,1587,6324,11408
36,584,1267,5885,12264
37,508,1009,5459,13024
38,466,820,5043,13671
39,430,656,4594,14320
40,409,524,4183,14884
41,407,427,3778,15388
42,426,329,3405,15840
43,435,277,3054,16234
44,455,223,2733,16589
45,474,197,2449,16880
46,507,171,2187,17135
47,526,158,1964,17352
48,550,143,1739,17568
49,568,141,1541,17750
50,607,138,1374,17881
51,647,124,1231,17998
52,677,119,1093,18111
53,707,123,968,18202
54,742,104,866,18288
55,774,92,781,18353
56,821,78,683,18418
57,855,87,600,18458
58,898,83,527,18492
59,967,69,472,18492
60,1013,71,409,18507
61,1073,61,364,18502
62,1119,56,331,18494
63,1162,62,305,18471
64,1234,55,270,18441
65,1299,45,253,18403
66,1346,49,233,18372
67,1407,36,222,18335
68,1474,32,199,18295
69,1529,30,187,18254
70,1586,27,175,18212
71,1642,29,160,18169
72,1707,29,137,18127
73,1761,25,133,18081
74,1810,23,122,18045
75,1867,26,108,17999
76,1924,23,106,17947
77,1978,22,99,17901
78,2040,23,89,17848
79,2093,23,82,17802
80,2146,26,69,17759
81,2193,23,70,17714
82,2236,21,68,17675
83,2276,21,63,17640
84,2319,23,61,17597
85,2368,18,55,17559
86,2417,18,50,17515
87,2463,15,44,17478
88,2507,15,38,17440
89,2547,13,41,17399
90,2588,13,36,17363
91,2642,15,34,17309
92,2690,14,36,17260
93,2740,11,36,17213
94,2795,6,38,17161
95,2852,6,36,17106
96,2904,7,31,17058
97,2956,9,30,17005
98,3007,10,25,16958
99,3044,12,21,16923
100,3087,8,23,16882
101,3132,9,20,16839
102,3191,10,19,16780
103,3234,11,14,16741
104,3264,11,17,16708
105,3315,10,16,16659
106,3372,8,18,16602
107,3423,6,20,16551
108,3462,5,17,16516
109,3506,8,8,16478
110,3547,6,9,16438
111,3585,5,12,16398
112,3632,6,7,16355
113,3688,4,8,16300
114,3747,4,7,16242
115,3787,4,9,16200
116,3834,3,12,16151
117,3877,3,13,16107
118,3927,3,12,16058
119,3971,2,14,16013
120,4013,3,12,15972
121,4059,5,13,15923
122,4106,2,14,15878
123,4159,3,12,15826
124,4207,5,8,15780
125,4245,6,9,15740
126,4295,6,10,15689
127,4348,7,10,15635
128,4396,8,11,15585
129,4432,8,13,15547
130,4479,8,14,15499
131,4518,5,17,15460
132,4565,3,18,15414
133,4616,4,17,15363
134,4656,4,15,15325
135,4696,3,14,15287
136,4726,7,13,15254
137,4758,7,14,15221
138,4785,5,15,15195
139,4826,6,18,15150
140,4863,7,17,15113
141,4901,10,19,15070
142,4952,8,22,15018
143,4985,14,22,14979
144,5009,12,24,14955
145,5045,9,25,14921
146,5102,11,21,14866
147,5133,16,18,14833
148,5171,19,17,14793
149,5217,14,22,14747
150,5250,12,25,14713
151,5295,13,27,14665
152,5336,20,23,14621
153,5370,20,25,14585
154,5406,23,25,14546
155,5437,26,29,14508
156,5473,18,39,14470
157,5513,30,34,14423
158,5537,31,40,14392
159,5570,31,38,14361
160,5607,31,42,14320
161,5634,29,47,14290
162,5666,31,48,14255
163,5690,32,50,14228
164,5718,34,52,14196
165,5742,36,54,14168
166,5776,34,53,14137
167,5800,40,54,14106
168,5834,39,50,14077
169,5866,40,53,14041
170,5902,37,57,14004
171,5927,39,63,13971
172,5948,47,67,13938
173,5972,47,69,13912
174,6000,49,75,13876
175,6020,55,78,13847
176,6046,57,83,13814
177,6050,62,87,13801
178,6067,65,95,13773
179,6080,64,103,13753
180,6100,73,102,13725
181,6104,89,103,13704
182,6128,87,121,13664
183,6145,94,123,13638
184,6156,99,132,13613
185,6158,110,136,13596
186,6167,116,150,13567
187,6167,117,159,13557
188,6174,114,177,13535
189,6171,131,179,13519
190,6171,144,190,13495
191,6181,144,203,13472
192,6146,166,215,13473
193,6120,183,235,13462
194,6119,184,238,13459
195,6106,189,250,13455
196,6081,203,263,13453
197,6066,204,287,13443
198,6036,225,277,13462
199,6006,241,299,13454
200,5981,235,336,13448
201,5956,240,336,13468
202,5907,273,348,13472
203,5861,287,389,13463
204,5810,290,413,13487
205,5758,303,433,13506
206,5705,316,451,13528
207,5616,342,498,13544
208,5526,384,517,13573
209,5450,388,552,13610
210,5369,396,576,13659
211,5309,390,616,13685
212,5204,424,628,13744
213,5138,427,647,13788
214,5052,422,687,13839
215,4951,434,720,13895
216,4876,453,745,13926
217,4800,452,755,13993
218,4688,477,789,14046
219,4574,500,803,14123
