Day,S,E,I,R
0,19971,9,17,3
1,19959,16,17,8
2,19945,23,23,9
3,19923,36,30,11
4,19901,44,39,16
5,19869,61,49,21
6,19822,93,58,27
7,19774,116,78,32
8,19711,143,104,42
9,19618,194,137,51
10,19512,253,167,68
11,19355,336,222,87
12,19165,440,281,114
13,18913,574,353,160
14,18629,693,473,205
15,18224,887,619,270
16,17711,1143,789,357
17,17097,1408,1052,443
18,16324,1791,1297,588
19,15431,2166,1659,744
20,14331,2647,2063,959
21,13046,3196,2511,1247
22,11665,3633,3131,1571
23,10166,4065,3818,1951
24,8599,4449,4479,2473
25,7058,4681,5212,3049
26,5680,4699,5918,3703
27,4479,4547,6493,4481
28,3410,4300,6962,5328
29,2641,3940,7222,6197
30,2006,3487,7341,7166
31,1527,2974,7429,8070
32,1150,2531,7269,9050
33,887,2070,7072,9971
34,708,1676,6745,10871
35,606,1321,6349,11724
36,513,1078,5902,12507
37,454,855,5403,13288
38,426,686,4930,13958
39,404,560,4458,14578
40,393,457,3991,15159
41,390,374,3573,15663
42,397,307,3202,16094
43,410,254,2874,16462
44,419,221,2549,16811
45,441,181,2270,17108
46,461,169,2037,17333
47,489,158,1803,17550
48,526,152,1603,17719
49,563,146,1432,17859
50,599,118,1250,18033
51,651,103,1105,18141
52,695,93,989,18223
53,746,86,875,18293
54,800,90,758,18352
55,844,87,687,18382
56,884,83,616,18417
57,950,73,555,18422
58,1001,68,508,18423
59,1041,63,451,18445
60,1100,53,417,18430
61,1154,50,371,18425
62,1216,48,339,18397
63,1257,49,311,18383
64,1318,48,286,18348
65,1366,49,262,18323
66,1427,41,248,18284
67,1487,25,227,18261
68,1547,22,203,18228
69,1601,26,169,18204
70,1650,30,150,18170
71,1699,36,137,18128
72,1761,33,121,18085
73,1827,28,111,18034
74,1885,21,105,17989
75,1943,21,101,17935
76,2010,22,85,17883
77,2049,27,76,17848
78,2102,27,72,17799
79,2159,21,73,17747
80,2202,20,68,17710
81,2244,17,65,17674
82,2303,17,59,17621
83,2365,16,53,17566
84,2417,11,55,17517
85,2471,13,47,17469
86,2525,19,42,17414
87,2570,24,41,17365
88,2633,16,42,17309
89,2698,15,42,17245
90,2749,15,40,17196
91,2802,15,39,17144
92,2846,16,39,17099
93,2885,15,37,17063
94,2941,13,39,17007
95,2991,13,38,16958
96,3049,16,33,16902
97,3112,19,29,16840
98,3157,15,32,16796
99,3214,13,30,16743
100,3254,12,34,16700
101,3303,11,34,16652
102,3354,8,38,16600
103,3396,11,34,16559
104,3432,14,31,16523
105,3468,12,34,16486
106,3511,9,34,16446
107,3555,13,31,16401
108,3593,15,29,16363
109,3643,14,26,16317
110,3691,11,26,16272
111,3737,17,25,16221
112,3779,17,28,16176
113,3833,12,29,16126
114,3874,13,31,16082
115,3916,13,32,16039
116,3961,12,31,15996
117,4002,17,31,15950
118,4046,14,33,15907
119,4085,12,32,15871
120,4121,19,32,15828
121,4168,18,35,15779
122,4204,19,37,15740
123,4243,22,39,15696
124,4277,27,33,15663
125,4318,27,29,15626
126,4368,21,32,15579
127,4407,19,34,15540
128,4456,14,39,15491
129,4503,19,41,15437
130,4530,22,48,15400
131,4555,28,48,15369
132,4592,30,46,15332
133,4629,27,53,15291
134,4653,28,51,15268
135,4700,31,49,15220
136,4734,31,50,15185
137,4767,34,51,15148
138,4810,30,55,15105
139,4840,27,59,15074
140,4880,28,55,15037
141,4910,28,60,15002
142,4942,35,60,14963
143,4963,47,56,14934
144,4995,50,57,14898
145,5023,42,66,14869
146,5051,42,69,14838
147,5101,34,73,14792
148,5131,41,74,14754
149,5146,47,78,14729
150,5175,44,87,14694
151,5207,42,92,14659
152,5231,45,93,14631
153,5250,57,85,14608
154,5265,57,91,14587
155,5288,55,105,14552
156,5296,70,107,14527
157,5329,66,108,14497
158,5352,78,110,14460
159,5372,90,106,14432
160,5399,84,114,14403
161,5410,91,125,14374
162,5413,91,135,14361
163,5418,102,147,14333
164,5429,99,160,14312
165,5438,99,162,14301
166,5448,94,173,14285
167,5462,100,176,14262
168,5467,98,189,14246
169,5462,118,185,14235
170,5454,132,190,14224
171,5457,135,205,14203
172,5466,141,212,14181
173,5485,134,224,14157
174,5481,151,223,14145
175,5471,162,244,14123
176,5472,160,262,14106
177,5468,169,273,14090
178,5458,175,280,14087
179,5437,193,288,14082
180,5450,192,304,14054
181,5419,202,319,14060
182,5419,204,329,14048
183,5399,222,335,14044
184,5397,225,360,14018
185,5378,237,363,14022
186,5354,240,390,14016
187,5314,254,407,14025
188,5290,253,434,14023
189,5236,277,461,14026
190,5188,308,465,14039
191,5153,301,488,14058
192,5114,303,503,14080
193,5060,316,528,14096
194,5010,332,539,14119
195,4946,358,568,14128
196,4880,374,600,14146
197,4825,385,609,14181
198,4768,396,635,14201
199,4702,381,669,14248
200,4621,393,684,14302
201,4575,380,721,14324
202,4499,410,705,14386
203,4432,420,740,14408
204,4387,428,737,14448
205,4308,433,781,14478
206,4252,417,804,14527
207,4167,428,833,14572
208,4075,446,856,14623
209,4003,461,859,14677
210,3914,477,869,14740
211,3833,481,884,14802
212,3779,468,875,14878
213,3746,440,875,14939
214,3676,438,872,15014
215,3590,465,884,15061
216,3525,456,882,15137
217,3472,417,917,15194
218,3403,442,904,15251
219,3356,443,908,15293
220,3283,448,914,15355
221,3222,418,922,15438
222,3178,421,919,15482
223,3153,393,920,15534
224,3120,402,875,15603
225,3096,372,876,15656
226,3068,365,859,15708
227,3052,340,850,15758
228,3013,356,817,15814
229,2983,349,808,15860
230,2948,323,822,15907
231,2938,307,816,15939
232,2922,320,803,15955
233,2924,318,755,16003
234,2907,323,738,16032
235,2886,315,753,16046
236,2897,307,733,16063
