0.999000,0.000000,0.001000,0.000000
0.998950,0.000049,0.000987,0.000014
0.998901,0.000095,0.000975,0.000028
0.998853,0.000140,0.000965,0.000042
0.998805,0.000182,0.000957,0.000056
0.998757,0.000223,0.000950,0.000069
0.998710,0.000263,0.000944,0.000083
0.998663,0.000300,0.000940,0.000096
0.998616,0.000336,0.000938,0.000110
0.998570,0.000371,0.000936,0.000123
0.998523,0.000405,0.000936,0.000136
0.998476,0.000438,0.000936,0.000150
0.998429,0.000470,0.000938,0.000163
0.998383,0.000500,0.000941,0.000176
0.998336,0.000530,0.000944,0.000190
0.998288,0.000559,0.000949,0.000203
0.998241,0.000588,0.000955,0.000217
0.998193,0.000615,0.000961,0.000230
0.998145,0.000643,0.000968,0.000244
0.998097,0.000669,0.000976,0.000258
0.998048,0.000695,0.000985,0.000272
0.997999,0.000721,0.000994,0.000286
0.997949,0.000747,0.001005,0.000300
0.997898,0.000772,0.001015,0.000315
0.997848,0.000796,0.001027,0.000329
0.997796,0.000821,0.001039,0.000344
0.997744,0.000845,0.001052,0.000359
0.997691,0.000870,0.001065,0.000374
0.997638,0.000894,0.001080,0.000389
0.997584,0.000918,0.001094,0.000404
0.997529,0.000942,0.001109,0.000420
0.997473,0.000966,0.001125,0.000436
0.997417,0.000990,0.001142,0.000452
0.997360,0.001014,0.001159,0.000468
0.997302,0.001038,0.001176,0.000485
0.997243,0.001062,0.001194,0.000501
0.997183,0.001086,0.001213,0.000518
0.997122,0.001110,0.001232,0.000536
0.997060,0.001135,0.001252,0.000553
0.996998,0.001159,0.001272,0.000571
0.996934,0.001184,0.001293,0.000589
0.996869,0.001209,0.001314,0.000608
0.996803,0.001235,0.001336,0.000627
0.996736,0.001260,0.001358,0.000646
0.996668,0.001286,0.001381,0.000665
0.996599,0.001312,0.001404,0.000685
0.996529,0.001338,0.001428,0.000705
0.996457,0.001365,0.001453,0.000725
0.996384,0.001392,0.001478,0.000746
0.996310,0.001420,0.001503,0.000767
0.996235,0.001447,0.001529,0.000788
0.996158,0.001475,0.001556,0.000810
0.996080,0.001504,0.001583,0.000832
0.996001,0.001533,0.001611,0.000855
0.995920,0.001562,0.001639,0.000878
0.995838,0.001592,0.001668,0.000901
0.995755,0.001622,0.001698,0.000925
0.995670,0.001653,0.001728,0.000949
0.995583,0.001684,0.001759,0.000974
0.995495,0.001716,0.001790,0.000999
0.995405,0.001748,0.001822,0.001025
0.995314,0.001781,0.001855,0.001051
0.995221,0.001814,0.001888,0.001077
0.995127,0.001848,0.001922,0.001104
0.995031,0.001882,0.001956,0.001131
0.994933,0.001917,0.001991,0.001159
0.994833,0.001952,0.002027,0.001188
0.994732,0.001988,0.002063,0.001216
0.994629,0.002025,0.002101,0.001246
0.994524,0.002062,0.002138,0.001276
0.994417,0.002100,0.002177,0.001306
0.994308,0.002139,0.002216,0.001337
0.994197,0.002178,0.002256,0.001369
0.994084,0.002218,0.002297,0.001401
0.993969,0.002258,0.002338,0.001434
0.993853,0.002300,0.002381,0.001467
0.993734,0.002342,0.002424,0.001501
0.993613,0.002384,0.002468,0.001535
0.993489,0.002428,0.002512,0.001571
0.993364,0.002472,0.002558,0.001606
0.993236,0.002517,0.002604,0.001643
0.993106,0.002563,0.002651,0.001680
0.992974,0.002610,0.002699,0.001718
0.992839,0.002657,0.002748,0.001756
0.992702,0.002705,0.002798,0.001795
0.992562,0.002754,0.002848,0.001835
0.992420,0.002804,0.002900,0.001876
0.992275,0.002855,0.002952,0.001917
0.992128,0.002907,0.003006,0.001959
0.991978,0.002960,0.003060,0.002002
0.991826,0.003013,0.003116,0.002045
0.991670,0.003068,0.003172,0.002090
0.991512,0.003123,0.003230,0.002135
0.991351,0.003180,0.003288,0.002181
0.991187,0.003237,0.003348,0.002228
0.991021,0.003296,0.003408,0.002275
0.990851,0.003355,0.003470,0.002324
0.990678,0.003416,0.003533,0.002373
0.990502,0.003478,0.003597,0.002423
0.990323,0.003540,0.003662,0.002474
0.990141,0.003604,0.003728,0.002527
0.989955,0.003669,0.003796,0.002580
0.989766,0.003735,0.003864,0.002634
0.989574,0.003803,0.003934,0.002689
0.989379,0.003871,0.004006,0.002745
0.989179,0.003941,0.004078,0.002802
0.988977,0.004012,0.004152,0.002860
0.988770,0.004084,0.004227,0.002919
0.988560,0.004158,0.004303,0.002979
0.988347,0.004232,0.004381,0.003040
0.988129,0.004308,0.004460,0.003102
0.987907,0.004386,0.004541,0.003166
0.987682,0.004465,0.004623,0.003230
0.987453,0.004545,0.004707,0.003296
0.987219,0.004626,0.004792,0.003363
0.986981,0.004709,0.004878,0.003431
0.986740,0.004794,0.004966,0.003500
0.986493,0.004880,0.005056,0.003571
0.986243,0.004967,0.005147,0.003643
0.985988,0.005056,0.005240,0.003716
0.985728,0.005147,0.005334,0.003791
0.985464,0.005239,0.005431,0.003866
0.985195,0.005333,0.005529,0.003944
0.984921,0.005428,0.005628,0.004022
0.984643,0.005525,0.005730,0.004102
0.984359,0.005624,0.005833,0.004184
0.984071,0.005725,0.005938,0.004267
0.983777,0.005827,0.006045,0.004351
0.983479,0.005931,0.006154,0.004437
0.983175,0.006037,0.006264,0.004524
