Date,CPU Utilization,Total Power,CPU Power,GPU Power
2026-01-26 23:48:52,0.09798994974874,16.38417400000617,16.38417400000617,0.00000000000000
2026-01-26 23:48:53,0.08931552587646,15.99989800000185,15.99989800000185,0.00000000000000
2026-01-26 23:48:54,0.08855472013367,15.99702899999829,15.99702899999829,0.00000000000000
2026-01-26 23:57:01,0.17800167926113,14.31771200000367,14.31771200000367,0.00000000000000
2026-01-26 23:57:02,0.10980720871752,16.36513099999866,16.36513099999866,0.00000000000000
2026-01-26 23:57:03,0.09698996655518,15.79463799999940,15.79463799999940,0.00000000000000
2026-01-26 23:57:04,0.18512256973795,14.93007599999692,14.93007599999692,0.00000000000000
2026-01-27 00:12:04,0.08984047019312,14.16225600001053,14.16225600001053,0.00000000000000
2026-01-27 00:12:05,0.11287625418060,15.68782600000850,15.68782600000850,0.00000000000000
2026-01-27 00:12:06,0.08885163453479,14.87984500000312,14.87984500000312,0.00000000000000
2026-01-27 00:12:07,0.08808724832215,14.00545699999202,14.00545699999202,0.00000000000000
2026-01-27 00:12:08,0.08892617449664,13.74727900000289,13.74727900000289,0.00000000000000
2026-01-27 00:12:09,0.08816120906801,13.60433600000397,13.60433600000397,0.00000000000000
2026-01-27 00:12:10,0.08732157850546,13.64150599999994,13.64150599999994,0.00000000000000
2026-01-27 00:12:11,0.08808724832215,13.64077299999190,13.64077299999190,0.00000000000000
2026-01-27 00:12:12,0.09060402684564,13.88418100000126,13.88418100000126,0.00000000000000
2026-01-27 00:12:13,0.08808724832215,13.93813599999703,13.93813599999703,0.00000000000000
2026-01-27 00:12:14,0.08816120906801,14.01754200000141,14.01754200000141,0.00000000000000
2026-01-27 00:12:15,0.08984047019312,14.42598800000269,14.42598800000269,0.00000000000000
2026-01-27 00:12:16,0.08885163453479,14.92244700000447,14.92244700000447,0.00000000000000
2026-01-27 00:12:17,0.14285714285714,14.56942099999287,14.56942099999287,0.00000000000000
2026-01-27 00:12:18,0.13813559322034,14.54177200001141,14.54177200001141,0.00000000000000
2026-01-27 00:12:19,0.11918850380389,14.98006399998849,14.98006399998849,0.00000000000000
2026-01-27 00:12:20,0.14705882352941,15.56777000000875,15.56777000000875,0.00000000000000
2026-01-27 00:12:21,0.10252100840336,14.93678999999247,14.93678999999247,0.00000000000000
2026-01-27 00:12:22,0.10260723296888,15.00484500000312,15.00484500000312,0.00000000000000
