Date,CPU Utilization,Total Power,CPU Power,GPU Power
2026-01-26 23:49:06,0.10243492863140,14.90047400000185,14.90047400000185,0.00000000000000
2026-01-26 23:49:07,0.09235936188077,15.00960499999928,15.00960499999928,0.00000000000000
2026-01-26 23:49:08,0.09296482412060,14.89437099999486,14.89437099999486,0.00000000000000
2026-01-26 23:49:09,0.08976510067114,14.65328299999965,14.65328299999965,0.00000000000000
2026-01-26 23:57:16,0.09848484848485,15.39333199999965,15.39333199999965,0.00000000000000
2026-01-26 23:57:17,0.09403862300588,15.19618900000205,15.19618900000205,0.00000000000000
2026-01-26 23:57:18,0.08808724832215,14.91048400000000,14.91048400000000,0.00000000000000
2026-01-26 23:57:19,0.08724832214765,14.74294299999747,14.74294299999747,0.00000000000000
2026-01-27 00:12:49,0.10252100840336,15.21999299999152,15.21999299999152,0.00000000000000
2026-01-27 00:12:50,0.11073825503356,15.00185300000885,15.00185300000885,0.00000000000000
2026-01-27 00:12:51,0.09128978224456,15.00789599999553,15.00789599999553,0.00000000000000
2026-01-27 00:12:52,0.10376569037657,15.02889299999515,15.02889299999515,0.00000000000000
2026-01-27 00:12:53,0.15514333895447,14.77303300000494,14.77303300000494,0.00000000000000
2026-01-27 00:12:54,0.12658227848101,15.05385599999863,15.05385599999863,0.00000000000000
2026-01-27 00:12:55,0.09456066945607,15.03682599999593,15.03682599999593,0.00000000000000
2026-01-27 00:12:56,0.09623430962343,15.00746900000377,15.00746900000377,0.00000000000000
2026-01-27 00:12:57,0.13322091062395,14.44979199999943,14.44979199999943,0.00000000000000
2026-01-27 00:12:58,0.10702341137124,15.51631800000905,15.51631800000905,0.00000000000000
2026-01-27 00:12:59,0.09715242881072,14.98915799999668,14.98915799999668,0.00000000000000
2026-01-27 00:13:00,0.13377926421405,14.97780599999533,14.97780599999533,0.00000000000000
2026-01-27 00:13:01,0.08779264214047,15.01296200000797,15.01296200000797,0.00000000000000
2026-01-27 00:13:02,0.08779264214047,14.99758199999633,14.99758199999633,0.00000000000000
2026-01-27 00:13:03,0.08771929824561,14.97469300001103,14.97469300001103,0.00000000000000
2026-01-27 00:13:04,0.08764607679466,14.98805899999570,14.98805899999570,0.00000000000000
2026-01-27 00:13:05,0.08862876254181,15.02449799999886,15.02449799999886,0.00000000000000
2026-01-27 00:13:06,0.08779264214047,15.01399999999558,15.01399999999558,0.00000000000000
2026-01-27 00:13:07,0.08939014202172,14.97609700000612,14.97609700000612,0.00000000000000
